Artist,Title,Medium,Medium_classified,Acquisition_classified,Year_acquisition,Gender_classified,Artist_birth_year,Artist_death_year,Country_calculated,Date_creation_year
Hugo Gellert,Fighting with All Our Might,,graphics,assisted purchase,2013,,1892,1985,,1943
Hugo Gellert,The Fifth Column,,graphics,assisted purchase,2013,,1892,1985,,1943
Hugo Gellert,Complete Victory for Complete Peace,,graphics,assisted purchase,2013,,1892,1985,,1943
Hugo Gellert,(End page with title),,,assisted purchase,2013,,1892,1985,,1943
Todros Geller,Raisins and Almonds,,graphics,assisted purchase,2001,,1889,1949,,1937
Sandy Gellis,Spring in the Northern Hemisphere: 1987,,graphics,assisted purchase,1996,,1940,,,1987
General Idea,AIDS,,video art,gift,2003,,1969,1994,,1988
General Idea,"AIDS [A project of the Public Art Fund, Inc.]",,,gift,2003,,1969,1994,,1989
Orly Genger,Introduction,,object,assisted purchase,2012,,1979,,,2004
Paul Georges,Road to Easthampton,,painting,bequest,1977,,1923,2002,,1961
Paul Georges,The Studio,,painting,assisted purchase,1966,,1923,2002,,1965
Thomas George,Number 10 - 1961,,painting,gift,1962,,1918,,,1961
E. Bart Gerald,Spring at the Old House,,painting,museum accession,1942,,1907,,,1942
Ava Gerber,Untitled,,graphics,assisted purchase,2012,,1961,,,1995
Ava Gerber,Untitled,,graphics,gift,1999,,1961,,,1997
Eugenie Gershoy,Fishing Boats at Gloucester,,graphics,gift,1931,,1905,1986,,1929
Eugenie Gershoy,Figure,,sculpture,gift,1931,,1905,1986,,1930
Eugenie Gershoy,"Market, Granada",,graphics,museum accession,1932,,1905,1986,,1932
Eugenie Gershoy,Port of Palma,,graphics,museum accession,1932,,1905,1986,,1932
Eugenie Gershoy,Street in Andalusia,,graphics,museum accession,1932,,1905,1986,,1932
Eugenie Gershoy,Standing Figure,,,museum accession,1932,,1905,1986,,1932
Eugenie Gershoy,"Street Scene, Granada",,,museum accession,1932,,1905,1986,,1932
Eugenie Gershoy,Lila,,object,museum accession,1933,,1905,1986,,1933
Vito Giacalone,Untitled-m-ll,,,museum accession,2011,,1930,,,1987
Steven Gianakos,Untitled,,,gift,1999,,1938,,,1986
Steven Gianakos,Untitled,,,gift,1999,,1938,,,1986
Steven Gianakos,Untitled,,,gift,1999,,1938,,,1986
Steven Gianakos,Untitled,,,gift,1999,,1938,,,1986
Steven Gianakos,Untitled,,,gift,1999,,1938,,,1986
Steven Gianakos,Untitled,,,gift,1999,,1938,,,1986
Steven Gianakos,Untitled,,,gift,1999,,1938,,,1986
Steven Gianakos,Untitled,,,gift,1999,,1938,,,1986
Steven Gianakos,Fat Girl Descending Her Staircase,,painting,gift,1991,,1938,,,1987
Larry Giannetino,Psychotic Duck,,graphics,gift,2002,,1956,2002,,1998
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1960
Ralph Gibson,Untitled,,graphics,assisted purchase,1996,,1939,,,1961
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1961
Ralph Gibson,Untitled,,graphics,assisted purchase,1996,,1939,,,1962
Ralph Gibson,Untitled,,graphics,gift,1994,,1939,,,1966
Ralph Gibson,Untitled,,graphics,gift,1994,,1939,,,1966
Ralph Gibson,Untitled,,graphics,gift,1994,,1939,,,1966
Ralph Gibson,Untitled,,graphics,gift,1994,,1939,,,1967
Ralph Gibson,Untitled,,graphics,gift,1994,,1939,,,1968
Ralph Gibson,Untitled,,graphics,gift,1994,,1939,,,1968
Ralph Gibson,Untitled,,graphics,gift,1994,,1939,,,1968
Ralph Gibson,Untitled,,graphics,gift,1994,,1939,,,1969
Ralph Gibson,Untitled,,graphics,gift,1994,,1939,,,1969
Ralph Gibson,Untitled,,graphics,gift,1994,,1939,,,1969
Ralph Gibson,Untitled,,graphics,gift,1994,,1939,,,1970
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1970
Ralph Gibson,Untitled,,graphics,gift,1996,,1939,,,1970
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1970
Ralph Gibson,Untitled,,graphics,gift,1994,,1939,,,1971
Ralph Gibson,Maquette for Deja-Vu,,graphics,gift,1994,,1939,,,1971
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1971
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1971
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1971
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1971
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1971
Ralph Gibson,Untitled,,graphics,gift,1996,,1939,,,1971
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1971
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1971
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1971
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1971
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1971
Ralph Gibson,Untitled,,graphics,gift,1994,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1996,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1996,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1996,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1996,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1996,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1996,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1972
Ralph Gibson,Untitled,,graphics,gift,1996,,1939,,,1973
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1973
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1973
Ralph Gibson,Untitled,,graphics,gift,1994,,1939,,,1974
Ralph Gibson,Untitled,,graphics,gift,1994,,1939,,,1974
Ralph Gibson,Untitled,,graphics,gift,1994,,1939,,,1974
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1974
Ralph Gibson,Untitled,,graphics,gift,1994,,1939,,,1975
Ralph Gibson,Untitled,,graphics,gift,1994,,1939,,,1975
Ralph Gibson,Untitled,,graphics,gift,1994,,1939,,,1975
Ralph Gibson,Untitled,,graphics,gift,1994,,1939,,,1975
Ralph Gibson,Untitled,,graphics,gift,1994,,1939,,,1975
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1979
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1979
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1980
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1980
Ralph Gibson,Architectural Detail (Pink and Purple),,graphics,gift,2010,,1939,,,1980
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1983
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1983
Ralph Gibson,Statues,,graphics,gift,2000,,1939,,,1983
Ralph Gibson,Untitled (Cobblestones),,graphics,gift,2010,,1939,,,1983
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1984
Ralph Gibson,Untitled,,graphics,gift,1994,,1939,,,1985
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1985
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1986
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1986
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1986
Ralph Gibson,"Cafe Rosatti, Rome, Italy",,graphics,gift,2003,,1939,,,1986
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1988
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1988
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1990
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1990
Ralph Gibson,"Four Star Restaurant, Dijon, France",,graphics,gift,2003,,1939,,,1990
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1991
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1991
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1991
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1991
Ralph Gibson,Untitled,,graphics,gift,1997,,1939,,,1991
Ralph Gibson,"Doorman Chez Bocuse, Lyon, France",,graphics,gift,2003,,1939,,,1991
Ralph Gibson,Doorknocker,,graphics,gift,2010,,1939,,,1991
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1992
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1992
Ralph Gibson,Untitled,,graphics,gift,1995,,1939,,,1992
Ralph Gibson,"Untitled (Statue, Compass and Tree Trunk)",,graphics,gift,2000,,1939,,,1992
Ralph Gibson,"Picnic, Long Island, New York",,graphics,gift,2003,,1939,,,1994
Ralph Gibson,Untitled (Green Chair and Column),,graphics,gift,2010,,1939,,,1994
Ralph Gibson,"View from Dining Room in Titians Palace, Venice, Italy",,graphics,gift,2003,,1939,,,2000
Ralph Gibson,"Left Bank Bistro Menu, Paris, France",,graphics,gift,2003,,1939,,,2000
Ralph Gibson,"Restaurant Sideboard, Helinski, Finland",,graphics,gift,2003,,1939,,,2000
Ralph Gibson,"Dining Room, Beverly Hills, California",,graphics,gift,2003,,1939,,,2001
Sandra Gibson,NYC Flower Film,,video art,assisted purchase,2004,,1968,,,2003
Ruth Gikow,The Blind Musician,,graphics,gift,1957,,1913,1983,,1957
Helen Odell Gilbert,Study for Square Dancer,,,museum accession,2011,,1943,2002,,1987
Helen Odell Gilbert,Untitled,,,gift,1998,,1943,2002,,1997
David James Gilhooly,Merfrog and Her Pet Fish,,object,assisted purchase,1979,,1943,2013,,1976
Gregory Gillespie,Two Women,,graphics,gift,1966,,1936,2000,,1965
Gregory Gillespie,Our Sacred Heart of the Way,,graphics,assisted purchase,1968,,1936,2000,,1965
Gregory Gillespie,Painter and the Mannequins,,graphics,gift,1993,,1936,2000,,1983
Frank Gillette,Hark! Hork!,,video art,assisted purchase,2000,,1941,,,1972
Frank Gillette,Untitled #7B,,graphics,gift,1993,,1941,,,1987
Frank Gillette,Untitled #3,,graphics,gift,1993,,1941,,,1987
Frank Gillette,Untitled #8,,graphics,gift,1993,,1941,,,1987
Sam Gilliam,Bow Form Construction,,painting,gift,2001,,1933,2022,,1968
Sam Gilliam,Untitled (Black),,painting,gift,1994,,1933,2022,,1978
Sam Gilliam,New Glarus,,object,gift,2002,,1933,2022,,1984
Sam Gilliam,"Maquette for Golden Elements Inside Gold, 600 Yds. of Painted Fabric Constructed on Cable",,graphics,gift,1994,,1933,2022,,1993
Sam Gilliam,GDS /50,,graphics,gift,2002,,1933,2022,,1996
James Gill,"Woman in Brown Car, Number 1",,sculpture,gift,1966,,1934,,,1963
James Gill,Multiple Image Nude on a Blue Pillow,,graphics,gift,1966,,1934,,,1964
Kate Gilmore,Standing Here,,video art,assisted purchase,2011,,1975,,,2010
Allen Ginsberg,Untitled,,graphics,gift,1993,,1926,1997,,1990
Allen Ginsberg,Untitled,,graphics,gift,1993,,1926,1997,,1990
Allen Ginsberg,Improvisation in Beijing,,photography,gift,1993,,1926,1997,,1990
Allen Ginsberg,Mother Ghost,,graphics,gift,1993,,1926,1997,,1994
Edward Giobbi,"Untitled Still Life, Number 16",,painting,gift,1962,,1926,,,1961
Luis Gispert,Untitled (Three Asian Cheerleaders),,graphics,assisted purchase,2002,,1972,,,2001
Luis Gispert,Untitled (Processional Litter),,graphics,assisted purchase,2008,,1972,,,2008
Victoria Gitman,On Display,,graphics,gift,2011,,1972,,,2002
Victoria Gitman,On Display,,graphics,gift,2011,,1972,,,2003
Victoria Gitman,Untitled,,graphics,gift,2011,,1972,,,2004
Victoria Gitman,A Beauty,,object,assisted purchase,2006,,1972,,,2005
Victoria Gitman,On Display,,graphics,gift,2011,,1972,,,2005
Victoria Gitman,A Beauty,,graphics,gift,2011,,1972,,,2008
William Givler,"""Indians Fishing at Celilo Falls""",,graphics,gift,1996,,1908,2000,,
William Glackens,Hammerstein's Roof Garden,,painting,museum accession,1953,,1870,1938,,1901
William Glackens,Reclining Nude,,painting,gift,1978,,1870,1938,,1910
William Glackens,"Parade, Washington Square",,painting,gift,1931,,1870,1938,,1912
William Glackens,"""Then There was a Lively Little Fight.""",,graphics,museum accession,1931,,1870,1938,,1914
William Glackens,Girl in Black and White,,painting,gift,1938,,1870,1938,,1914
William Glackens,Park By East River,,graphics,gift,1974,,1870,1938,,1914
William Glackens,Dinner New Society of Artists,,,gift,1997,,1870,1938,,1924
William Glackens,Untitled (Cafe scene),,graphics,gift,2001,,1870,1938,,1926
William Glackens,Untitled,,graphics,gift,2001,,1870,1938,,1926
Judy Glantzman,Untitled,,graphics,assisted purchase,2012,,1956,,,1995
Fritz Glarner,Relational Painting,,painting,museum accession,1952,,1899,1972,,1949
Fritz Glarner,Untitled,,,gift,1973,,1899,1972,,1959
Fritz Glarner,Tondo No. 54,,graphics,bequest,2007,,1899,1972,,1960
Fritz Glarner,Study for Tondo,,graphics,assisted purchase,1980,,1899,1972,,1962
Fritz Glarner,Color Drawing for Tondo,,,gift,1966,,1899,1972,,1964
Fritz Glarner,Recollection,,,assisted purchase,1977,,1899,1972,,1964
Fritz Glarner,Recollection,,,assisted purchase,1977,,1899,1972,,1964
Fritz Glarner,Recollection,,,assisted purchase,1977,,1899,1972,,1964
Fritz Glarner,Recollection,,,assisted purchase,1977,,1899,1972,,1964
Fritz Glarner,Recollection,,,assisted purchase,1977,,1899,1972,,1964
Fritz Glarner,Recollection,,photography,assisted purchase,1977,,1899,1972,,1964
Fritz Glarner,Recollection,,,assisted purchase,1977,,1899,1972,,1964
Fritz Glarner,Recollection,,photography,assisted purchase,1977,,1899,1972,,1964
Fritz Glarner,Recollection,,,assisted purchase,1977,,1899,1972,,1964
Fritz Glarner,Recollection,,photography,assisted purchase,1977,,1899,1972,,1964
Fritz Glarner,Recollection,,,assisted purchase,1977,,1899,1972,,1964
Fritz Glarner,Recollection,,,assisted purchase,1977,,1899,1972,,1964
Fritz Glarner,Recollection,,,assisted purchase,1977,,1899,1972,,1964
Fritz Glarner,Recollection,,,assisted purchase,1977,,1899,1972,,1964
Fritz Glarner,(Title page),,,assisted purchase,1977,,1899,1972,,1964
Joseph M. Glasco,Portrait of a Poet,,painting,museum accession,1952,,1925,1996,,1951
Milton Glaser,Don't Eat Grapes,,,museum accession,2000,,1929,,,1969
Philip Glass,Score for Dance #1,,photography,gift,2009,,1937,,,1979
Philip Glass,(MATA),,,gift,2006,,1937,,,2005
Herbert W. Gleason,Brister's Spring,,graphics,gift,1998,,1855,1937,,1908
Herbert W. Gleason,Deep Snow in Walden Woods By the Pond,,graphics,gift,1998,,1855,1937,,1908
Herbert W. Gleason,Grass Balls from the Shore of Flint's Pond,,graphics,gift,1998,,1855,1937,,1908
Herbert W. Gleason,Indian Path Along the Shore of Walden,,graphics,gift,1998,,1855,1937,,1908
Herbert W. Gleason,Northeast Shore of Walden Pond in November,,graphics,gift,1998,,1855,1937,,1908
Herbert W. Gleason,"Partridge's Nest, Near Brister's Spring",,graphics,gift,1998,,1855,1937,,1908
Herbert W. Gleason,"Sand Foliage, from the Deep Cut, Walden",,graphics,gift,1998,,1855,1937,,1908
Herbert W. Gleason,White Pond--Blue Flag Along Shore,,graphics,gift,1998,,1855,1937,,1908
Carl Gliko,Loog,,painting,gift,1971,,1941,,,1969
Henry J. Glintenkamp,Politics,,object,assisted purchase,1987,,1887,1946,,1929
Heidi Glück,Untitled,,,museum accession,2011,,1944,,,1987
Robert Gober,Untitled,,graphics,assisted purchase,1996,,1954,,,1975
Robert Gober,Crouching Man,,sculpture,gift,2024,,1954,,,1982
Robert Gober,Untitled,,graphics,gift,2011,,1954,,,1984
Robert Gober,Untitled,,graphics,gift,1992,,1954,,,1985
Robert Gober,The Ascending Sink,,sculpture,gift,2011,,1954,,,1985
Robert Gober,Untitled,,object,assisted purchase,1998,,1954,,,1988
Robert Gober,Untitled,,graphics,gift,2011,,1954,,,1988
Robert Gober,Wallpaper:  Hanging Man/Sleeping Man,,graphics,assisted purchase,2005,,1954,,,1989
Robert Gober,Page 6,,graphics,gift,2010,,1954,,,1978
Robert Gober,Page 13,,graphics,gift,2010,,1954,,,1978
Robert Gober,Page 10,,graphics,assisted purchase,2010,,1954,,,1978
Robert Gober,Page 11,,graphics,assisted purchase,2010,,1954,,,1978
Robert Gober,Page 12,,graphics,assisted purchase,2010,,1954,,,1978
Robert Gober,Untitled,,,gift,2015,,1954,,,1989
Robert Gober,Untitled Shoe,,object,gift,2011,,1954,,,1990
Robert Gober,Untitled,,object,assisted purchase,1992,,1954,,,1991
Robert Gober,Untitled (Parkett Edition),,photography,assisted purchase,2001,,1954,,,1991
Robert Gober,Untitled,,photography,gift,2004,,1954,,,1991
Robert Gober,Untitled,,photography,gift,2004,,1954,,,1991
Robert Gober,Untitled,,photography,gift,2004,,1954,,,1991
Robert Gober,Untitled (Artist's Bookplate),,,gift,2004,,1954,,,1991
Robert Gober,Untitled,,photography,assisted purchase,2004,,1954,,,1992
Robert Gober,Untitled,,photography,assisted purchase,2004,,1954,,,1992
Robert Gober,Untitled,,photography,assisted purchase,2004,,1954,,,1992
Robert Gober,Untitled,,photography,assisted purchase,2004,,1954,,,1992
Robert Gober,Newspaper,,photography,gift,2011,,1954,,,1992
Robert Gober,Newspaper,,photography,gift,2011,,1954,,,1992
Robert Gober,Newspaper,,photography,gift,2011,,1954,,,1992
Robert Gober,Untitled,,object,assisted purchase,1994,,1954,,,1993
Robert Gober,Store Front Ads II (Free Fresh Pigs...),,photography,assisted purchase,2000,,1954,,,1993
Robert Gober,Store Ads I [Whole Pigs].,,photography,assisted purchase,2003,,1954,,,1993
Robert Gober,Untitled,,photography,assisted purchase,1997,,1954,,,1992
Robert Gober,Untitled,,graphics,gift,1999,,1954,,,1999
Robert Gober,Untitled,,,assisted purchase,2000,,1954,,,2000
Robert Gober,Untitled,,graphics,assisted purchase,2000,,1954,,,2000
Robert Gober,Untitled,,,assisted purchase,2000,,1954,,,2000
Robert Gober,Untitled,,graphics,gift,2011,,1954,,,2000
Robert Gober,Untitled (Venice Portfolio),,graphics,assisted purchase,2001,,1954,,,2000
Robert Gober,Untitled (trial proof from Gemini GEL edition),,,gift,2011,,1954,,,2002
Robert Gober,Monument Valley,,graphics,assisted purchase,2007,,1954,,,2007
Robert Gober,Urology Appointment,,graphics,assisted purchase,2008,,1954,,,2007
Robert Gober,Untitled,,graphics,gift,2015,,1954,,,2010
Robert Gober,Brokeback Mountain,,graphics,gift,2015,,1954,,,2012
Robert Gober,Keep Away from the Window,,object,assisted purchase,2015,,1954,,,2014
Robert Gober,Heart in a Box,,graphics,museum accession,2015,,1954,,,2014
Lloyd Lozes Goff,Mount St. Michele,,graphics,bequest,1985,,1917,1982,,
Lloyd Lozes Goff,Texas Oil Fire,,graphics,museum accession,1938,,1917,1982,,1938
Frank Gohlke,Ranch House TX,,graphics,gift,2009,,1942,,,1978
Frank Gohlke,"Downed trees near Ryan Lake - 12 Miles NE of Mt. St. Helens, Wash. 1982",,graphics,gift,1996,,1942,,,1982
Frank Gohlke,"Sudbury River, Ashland MA",,graphics,gift,2003,,1942,,,1989
Anthony Goicolea,Morning After,,graphics,gift,2002,,1971,,,2000
Ralph Ladell Goings,Two Fords,,graphics,gift,1981,,1928,,,1973
Jim Goldberg,"Playing Chicken, Flynn Squat",,graphics,assisted purchase,1996,,1953,,,1988
Michael Goldberg,Untitled,,painting,gift,1993,,1924,2007,,1951
Michael Goldberg,Odes,,graphics,assisted purchase,1993,,1924,2007,,1960
Michael Goldberg,Winter Litho #1,,,gift,2002,,1924,2007,,1961
Michael Goldberg,Untitled,,graphics,gift,1995,,1924,2007,,1962
Michael Goldberg,Smooth White Gold Finish #308 II,,painting,gift,1974,,1924,2007,,1972
Michael Goldberg,Untitled,,painting,assisted purchase,1973,,1924,2007,,1972
Rube Goldberg,Spring Sale of European Nobles,,graphics,gift,1977,,1883,1970,,1909
David Goldes,Some Other Glasses of Water,,graphics,assisted purchase,2000,,1947,,,1992
David Goldes,Electricity + Water III,,graphics,assisted purchase,2000,,1947,,,1993
David Goldes,Water Balance,,graphics,assisted purchase,2000,,1947,,,1994
Nan Goldin,"Ivy in the Boston Garden: back, Boston",,graphics,gift,2008,,1953,,,1973
Nan Goldin,"Roommate in the Kitchen, Boston",,graphics,gift,2008,,1953,,,1972
Nan Goldin,"Naomi, close up",,graphics,assisted purchase,2003,,1953,,,1974
Nan Goldin,"Bruce bleaching his eyebrows, Pleasant St., Cambridge",,graphics,assisted purchase,1999,,1953,,,1975
Nan Goldin,"Couple in Bed, Chicago",,graphics,assisted purchase,1999,,1953,,,1977
Nan Goldin,Vivienne in the green dress,,graphics,assisted purchase,1999,,1953,,,1980
Nan Goldin,"Nan on Brian's lap, Nan's birthday, NYC",,graphics,assisted purchase,1999,,1953,,,1981
Nan Goldin,"""Variety"" booth, NYC",,graphics,assisted purchase,1999,,1953,,,1983
Nan Goldin,"Nan and Brian in bed, NYC",,graphics,gift,2001,,1953,,,1983
Nan Goldin,"Self Portrait on Top of Brian Kissing, NYC",,graphics,museum accession,2006,,1953,,,1983
Nan Goldin,The Ballad of Sexual Dependency,,installation,gift,1992,,1953,,,1979
Nan Goldin,Siobhan in the Shower,,graphics,gift,1992,,1953,,,1991
Nan Goldin,"David in bed, Leipzig, Germany",,graphics,assisted purchase,1999,,1953,,,1992
Nan Goldin,"C putting on her make-up at Second Tip, Bangkok",,graphics,gift,2001,,1953,,,1992
Nan Goldin,"Self-portrait on the train, Germany",,graphics,gift,2001,,1953,,,1992
Nan Goldin,Siobhan Sleeping with Cat,,graphics,gift,2006,,1953,,,1993
Nan Goldin,"Ric at a restaurant, NYC",,graphics,assisted purchase,1999,,1953,,,1994
Nan Goldin,"Takaki with his mother, Yumi",,graphics,assisted purchase,1999,,1953,,,1994
Nan Goldin,"Trees by the river, Munich",,graphics,gift,2001,,1953,,,1994
Nan Goldin,"Honda brothers in cherry blossom storm, Tokyo",,graphics,gift,2001,,1953,,,1994
Nan Goldin,"Honda Brothers in Cherry Blossom Storm, Tokyo",,graphics,gift,2010,,1953,,,1994
Nan Goldin,"Self Portrait on Top of Brian Kissing, NYC",,graphics,museum accession,2006,,1953,,,1983
Nan Goldin,"Gravestone in Pet Cemetery, Lisbon, Portugal",,graphics,assisted purchase,2003,,1953,,,1998
Nan Goldin,(Colophon),,,museum accession,2006,,1953,,,2006
Jack Goldstein,The Portrait of Pere Tanguy,,video art,assisted purchase,2003,,1945,2003,,1974
Jack Goldstein,Shane,,video art,assisted purchase,2003,,1945,2003,,1975
Jack Goldstein,Metro-Goldwyn-Mayer,,video art,assisted purchase,2003,,1945,2003,,1975
Jack Goldstein,A German Sheperd,,installation,gift,2011,,1945,2003,,1976
Jack Goldstein,A Faster Run,,installation,gift,2011,,1945,2003,,1976
Jack Goldstein,A Swim against the Tide,,installation,gift,2011,,1945,2003,,1976
Jack Goldstein,The Tornado,,installation,gift,2011,,1945,2003,,1976
Jack Goldstein,The Dying Wind,,installation,gift,2011,,1945,2003,,1976
Jack Goldstein,The Burning Forest,,installation,gift,2011,,1945,2003,,1976
Jack Goldstein,The Lost Ocean Liner,,installation,gift,2011,,1945,2003,,1976
Jack Goldstein,Two Wrestling Cats,,installation,gift,2011,,1945,2003,,1976
Jack Goldstein,Three Felled Trees,,installation,gift,2011,,1945,2003,,1976
Jack Goldstein,"Complete Set of Records containing: Burning Forest, Three Felled Trees, The Lost Ocean Liner, The Dying Wind, A Swim Against the Tide, A German Shepard, The Tornado, A Faster Run, Two Wrestling Cats",,painting,gift,2011,,1945,2003,,1976
Jack Goldstein,Quivering Earth,,painting,gift,2011,,1945,2003,,1976
Jack Goldstein,Unknown Dimensions,,object,gift,2011,,1945,2003,,1976
Jack Goldstein,The Jump,,video art,assisted purchase,2003,,1945,2003,,1977
Jack Goldstein,Murder Mystery,,installation,gift,2011,,1945,2003,,1977
Jack Goldstein,A suite of five 10-inch records with colored labels in place of titles,,installation,gift,2011,,1945,2003,,1979
Jack Goldstein,A suite of five 10-inch records with colored labels in place of titles,,installation,gift,2011,,1945,2003,,1979
Jack Goldstein,A suite of five 10-inch records with colored labels in place of titles,,installation,gift,2011,,1945,2003,,1979
Jack Goldstein,A suite of five 10-inch records with colored labels in place of titles,,installation,gift,2011,,1945,2003,,1979
Jack Goldstein,A suite of five 10-inch records with colored labels in place of titles,,installation,gift,2011,,1945,2003,,1979
Jack Goldstein,Under Water Sea Fantasy,,video art,assisted purchase,2005,,1945,2003,,1983
Milton Goldstein,Bird Boy,,graphics,gift,1996,,1914,2004,,1951
Anne Goldthwaite,"4 Rue de Chevreuse, Paris",,painting,gift,1931,,1869,1944,,1908
Anne Goldthwaite,Rebecca,,painting,gift,1931,,1869,1944,,1925
Anne Goldthwaite,Her Daughter,,,gift,1996,,1869,1944,,1934
Leon Golub,Killed Youth,,,assisted purchase,2006,,1922,2004,,1967
Leon Golub,White Squad I,,object,gift,1994,,1922,2004,,1982
Leon Golub,White Squad,,,assisted purchase,1998,,1922,2004,,1987
Leon Golub,Why Me?,,graphics,gift,2000,,1922,2004,,1999
Leon Golub,Why Me?,,graphics,assisted purchase,2012,,1922,2004,,1999
Maite Gomez-Rejón,Immaculate,,graphics,gift,2000,,1970,,,2000
Wayne Gonzales,To Be Titled,,painting,gift,2008,,1957,,,1998
Wayne Gonzales,Cheering Crowd,,painting,gift,2013,,1957,,,2007
Wayne Gonzales,So Long Suckers,,graphics,gift,2010,,1957,,,2008
Wayne Gonzales,New Black,,graphics,gift,2010,,1957,,,2008
Felix Gonzalez-Torres,"""Untitled""",,graphics,gift,2005,,1957,1996,,1989
Felix Gonzalez-Torres,"""Untitled"" (Implosion)",,graphics,assisted purchase,1991,,1957,1996,,1991
Felix Gonzalez-Torres,"""Untitled"" (Album)",,graphics,gift,1995,,1957,1996,,1992
Felix Gonzalez-Torres,"""Untitled"" (Sand)",,photography,gift,1995,,1957,1996,,1993
Felix Gonzalez-Torres,"""Untitled"" (America)",,object,assisted purchase,1996,,1957,1996,,1994
Felix Gonzalez-Torres,"""Untitled"" (For Parkett)",,graphics,gift,2005,,1957,1996,,1994
Felix Gonzalez-Torres,"""Untitled""",,graphics,gift,2006,,1957,1996,,1994
Xavier Gonzalez,"Landscape, Number 9",,graphics,museum accession,1951,,1896,1993,,1950
Gerald Gooch,The Trip,,,assisted purchase,2016,,1933,,,1966
Joe Goode,Small Space,,painting,gift,1990,,1937,,,1963
