Artist,Title,Medium,Medium_classified,Acquisition_classified,Year_acquisition,Gender_classified,Artist_birth_year,Artist_death_year,Country_calculated,Date_creation_year
Berenice Abbott,"Buddy Gilmore, Paris",,graphics,gift,2001,,1898,1991,,1926
Berenice Abbott,"Untitled (Foyer of the Whitney Museum of American Art on 8th Street, NYC)",,graphics,gift,1999,,1898,1991,,1938
Berenice Abbott,"Exchange Place, NY",,graphics,gift,2014,,1898,1991,,1940
Matthew Abbott,Proust,,graphics,gift,1999,,1965,,,1997
Michele Abeles,Pochoir,,graphics,assisted purchase,2013,,1977,,,2012
Michele Abeles,Re:Re:Re:Re:Re:Re:Re:,,graphics,assisted purchase,2014,,1977,,,2012
Michele Abeles,Watches #15,,graphics,gift,2015,,1977,,,2014
Sigmund Abeles,Morning,,graphics,gift,2004,,1934,,,1965
Sigmund Abeles,Vietnam Series: Helicopters,,graphics,gift,1999,,1934,,,1967
Ida Abelman,Wonders of our Time,,,assisted purchase,1993,,1910,2002,,1937
Ida Abelman,Complex Edifice,,graphics,gift,1999,,1910,2002,,1963
Satoru Abe,Twin Trees,,object,assisted purchase,1963,,1926,,,1961
Raimund Abraham,Untitled,,graphics,assisted purchase,2013,,1933,2010,,1982
Marina Abramovic,Light Side/Dark Side,,graphics,assisted purchase,2012,,1946,,,2006
Juan Abreu,Untitled,,graphics,gift,1995,,1952,,,1994
Vito Acconci,Hands Down/Side by Side,,graphics,assisted purchase,1992,,1940,2017,,1969
Vito Acconci,Three Frame Studies,,video art,assisted purchase,2010,,1940,2017,,1969
Vito Acconci,Three Relationship Studies,,video art,assisted purchase,2010,,1940,2017,,1970
Vito Acconci,Claim Excerpts,,video art,assisted purchase,2000,,1940,2017,,1971
Vito Acconci,PROPS: Templates for Publicity Photos,,graphics,gift,2010,,1940,2017,,1973
Vito Acconci,Memory Box III (Vanishing Point),,graphics,assisted purchase,1994,,1940,2017,,1974
Vito Acconci,The Red Tapes,,video art,assisted purchase,2010,,1940,2017,,1977
Vito Acconci,False Center for L.A. (or: the New York Address),,object,assisted purchase,1979,,1940,2017,,1978
Vito Acconci,Crash,,graphics,assisted purchase,2009,,1940,2017,,1984
Vito Acconci,I Love New York/New York Loves Me,,object,assisted purchase,2006,,1940,2017,,1986
Vito Acconci,Inside a Room of Sky: Memphis,,graphics,assisted purchase,2012,,1940,2017,,2001
Keith Achepol,"Untitled [Foot, with leaves, and red watercolor]",,graphics,assisted purchase,2002,,1934,,,2001
Alice Adams,Screen,,,gift,1998,,1930,,,1997
Ansel Adams,"Moonrise, Hernandez, New Mexico",,graphics,gift,2014,,1902,1984,,1941
Ansel Adams,"Roots, Foster Garden, Honolulu",,graphics,gift,2014,,1902,1984,,1948
Ansel Adams,"Aspens, Northern New Mexico",,graphics,gift,2014,,1902,1984,,1958
Dennis Adams,(Title page),,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,(Chronology),,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,A,,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,B,,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,C,,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,D,,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,E,,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,F,,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,G,,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,H,,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,I,,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,J,,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,K,,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,L,,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,M,,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,N,,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,O,,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,P,,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,Q,,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,R,,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,S,,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,T,,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,U,,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,V,,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,W,,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,X,,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,Y,,graphics,assisted purchase,1991,,1948,,,1990
Dennis Adams,Z,,graphics,assisted purchase,1991,,1948,,,1990
Kenneth M. Adams,New Mexico Village Under Snow,,,museum accession,1940,,1897,1966,,1929
Pat Adams,From a Pleasure House,,graphics,gift,1961,,1928,,,1959
Robert Adams,Colorado,,graphics,gift,2011,,1937,,,1968
Robert Adams,Untitled,,graphics,gift,2011,,1937,,,
Robert Adams,"Interstate 25, north edge of Denver, Colorado",,graphics,gift,2011,,1937,,,1973
Robert Adams,"Along Interstate 25, Eden, Colorado",,graphics,assisted purchase,1996,,1937,,,1968
Robert Adams,Farm Road and Cottonwood. South of Raymer. 1968.,,graphics,assisted purchase,1996,,1937,,,1968
Robert Adams,"Motel, Colorado Springs",,graphics,assisted purchase,1996,,1937,,,1969
Robert Adams,"Outdoor Theater, Colorado Springs, Colorado",,graphics,gift,2011,,1937,,,1968
Robert Adams,Untitled,,graphics,gift,2011,,1937,,,1968
Robert Adams,Untitled,,graphics,gift,2011,,1937,,,1968
Robert Adams,Untitled,,graphics,gift,2011,,1937,,,1968
Robert Adams,Colorado Springs,,graphics,gift,2011,,1937,,,1970
Robert Adams,Colorado,,graphics,gift,2011,,1937,,,1970
Robert Adams,Untitled,,graphics,gift,2011,,1937,,,1970
Robert Adams,Untitled,,graphics,gift,2011,,1937,,,1970
Robert Adams,Untitled,,graphics,gift,2011,,1937,,,1970
Robert Adams,"Sheridan Boulevard, Lakewood",,graphics,gift,2011,,1937,,,1970
Robert Adams,Untitled,,graphics,gift,2011,,1937,,,1970
Robert Adams,Untitled,,graphics,gift,2011,,1937,,,1973
Robert Adams,Colorado,,graphics,gift,2011,,1937,,,1973
Robert Adams,Colorado,,graphics,gift,2011,,1937,,,1973
Robert Adams,Colorado,,graphics,gift,2011,,1937,,,1973
Robert Adams,"Longmont, Colorado",,graphics,gift,2011,,1937,,,1973
Robert Adams,"Colorado Springs, Colorado",,graphics,gift,2011,,1937,,,1979
Robert Adams,Colorado,,graphics,gift,2006,,1937,,,1981
Robert Adams,Untitled,,graphics,gift,2011,,1937,,,1981
Robert Adams,Untitled,,graphics,gift,2011,,1937,,,1981
Robert Adams,Untitled,,graphics,gift,2011,,1937,,,1981
Robert Adams,Untitled,,graphics,assisted purchase,2010,,1937,,,1985
Robert Adams,"Longmont, Colorado",,graphics,gift,2011,,1937,,,1980
Robert Adams,"Longmont, Colorado",,graphics,gift,2011,,1937,,,1982
Robert Adams,"Southwest from the South Jetty, Clatsop County, Oregon, 1990",,graphics,gift,1995,,1937,,,1990
Robert Adams,"Harney County, Oregon",,graphics,assisted purchase,2006,,1937,,,2003
Robert Adams,"Kerstin, next to an old-growth stump",,graphics,assisted purchase,2006,,1937,,,2003
Robert Adams,"Near Halfway, Baker County, Oregon",,graphics,assisted purchase,2006,,1937,,,2003
Robert Adams,"On Humbug Mountain, Clatsop County, Oregon",,graphics,assisted purchase,2006,,1937,,,2004
Robert Adams,"On Humbug Mountain, Clatsop County, Oregon",,graphics,assisted purchase,2006,,1937,,,2004
Shelby Lee Adams,"Melissa and Brice, Johnson's Fork",,graphics,gift,2003,,1950,,,1978
Shelby Lee Adams,Jesse Estep,,graphics,assisted purchase,2003,,1950,,,1986
Shelby Lee Adams,Brice and Crow Under Peach Tree,,graphics,assisted purchase,2003,,1950,,,1993
Shelby Lee Adams,Nora's Bedroom,,graphics,assisted purchase,2003,,1950,,,1995
Terry Adkins,Tributorga,,object,gift,2016,,1953,2014,,1992
Lee Adler,Gears,,graphics,gift,1970,,1934,,,1969
Samuel M. Adler,Invocation,,graphics,museum accession,1953,,1898,1979,,1952
Samuel M. Adler,Idol,,graphics,gift,1962,,1898,1979,,1961
Etel Adnan,Funeral March for the First Cosmonaut,,graphics,gift,2014,,1925,2021,,1968
Nicholas Africano,An Argument,,painting,assisted purchase,1977,,1948,,,1977
Nicholas Africano,Sprained Ankle,,painting,gift,1977,,1948,,,1977
Peter Agostini,The Clothesline,,sculpture,gift,1966,,1913,1993,,1960
"John Ahearn, Andrew Castrucci, Crash, Daze, Jane Dickson, Jenny Holzer, Gary Simmons, Martin Wong",The Usual Suspects,,graphics,gift,1997,,1951,,,1996
Rosa Aiello,"Shame Baby, Baby Shame",,video art,assisted purchase,2015,,1987,,,2014
Doug Aitken,"Mirror, #3",,graphics,gift,2006,,1968,,,1998
Doug Aitken,"Mirror, #11",,graphics,gift,2006,,1968,,,1998
Doug Aitken,electric earth,,sculpture,assisted purchase,2000,,1968,,,1999
Doug Aitken,Untitled (Shopping Cart),,graphics,gift,2006,,1968,,,2000
Doug Aitken,New Opposition II,,graphics,assisted purchase,2002,,1968,,,2001
Doug Aitken,Rising Sun,,graphics,gift,2006,,1968,,,2002
Doug Aitken,migration (empire),,video art,gift,2016,,1968,,,2008
Russell Barnett Aitken,The Hitchhiker,,object,museum accession,1939,,1910,2002,,1938
Ricci Albenda,Days Old Sketch,,graphics,gift,2024,,1966,,,2004
Ricci Albenda,psycho!,,object,gift,2024,,1966,,,2004
Ricci Albenda,Diptych,,object,gift,2024,,1966,,,2005
Ricci Albenda,diptych from monochrome to polychrome,,,gift,2011,,1966,,,2009
Ricci Albenda,i was just thinking,,,gift,2011,,1966,,,2009
Josef Albers,Ascension,,,assisted purchase,1974,,1888,1976,,1942
Josef Albers,Above the Water,,object,gift,1971,,1888,1976,,1944
Josef Albers,"Homage to the Square: ""Ascending""",,graphics,museum accession,1954,,1888,1976,,1953
Josef Albers,Intaglio Duo 2,,,gift,1971,,1888,1976,,1958
Josef Albers,Pair D,,graphics,gift,1977,,1888,1976,,1958
Josef Albers,"Homage to the Square: ""Gained""",,graphics,gift,1979,,1888,1976,,1959
Josef Albers,Reverse + Obverse,,graphics,gift,1963,,1888,1976,,1962
Josef Albers,Intaglio Solo XIII,,,gift,1981,,1888,1976,,1962
Josef Albers,"Homage to the Square: ""White Enclave""",,graphics,gift,1985,,1888,1976,,1962
Josef Albers,Hommage au Carré,,graphics,gift,1965,,1888,1976,,1964
Josef Albers,Hommage au Carre,,graphics,gift,1965,,1888,1976,,1964
Josef Albers,Hommage au Carré,,graphics,gift,1965,,1888,1976,,1964
Josef Albers,Hommage au Carre,,graphics,gift,1965,,1888,1976,,1964
Josef Albers,Hommage au Carre,,graphics,gift,1965,,1888,1976,,1964
Josef Albers,Hommage au Carre,,graphics,gift,1965,,1888,1976,,1964
Josef Albers,Hommage au Carre,,graphics,gift,1965,,1888,1976,,1964
Josef Albers,Hommage au Carre,,graphics,gift,1965,,1888,1976,,1964
Josef Albers,Hommage au Carre,,graphics,gift,1965,,1888,1976,,1964
Josef Albers,Hommage au Carre,,graphics,gift,1965,,1888,1976,,1964
Josef Albers,Hommage au Carre,,graphics,gift,1965,,1888,1976,,1964
Josef Albers,White Line Square I,,,gift,1967,,1888,1976,,1966
Josef Albers,White Line Square II,,,gift,1967,,1888,1976,,1966
Josef Albers,White Line Square III,,,gift,1967,,1888,1976,,1966
Josef Albers,White Line Square IV,,,gift,1967,,1888,1976,,1966
Josef Albers,White Line Square V,,,gift,1967,,1888,1976,,1966
Josef Albers,White Line Square VI,,,gift,1967,,1888,1976,,1966
Josef Albers,White Line Square VII,,,gift,1967,,1888,1976,,1966
Josef Albers,White Line Square VIII,,,gift,1967,,1888,1976,,1966
Josef Albers,Variant I,,graphics,gift,1967,,1888,1976,,1966
Josef Albers,Variant II,,graphics,gift,1967,,1888,1976,,1966
Josef Albers,Variant III,,graphics,gift,1967,,1888,1976,,1966
Josef Albers,Variant IV,,graphics,gift,1967,,1888,1976,,1966
Josef Albers,Variant V,,graphics,gift,1967,,1888,1976,,1966
Josef Albers,Variant VI,,graphics,gift,1967,,1888,1976,,1966
Josef Albers,Variant VII,,graphics,gift,1967,,1888,1976,,1966
Josef Albers,Variant VIII,,graphics,gift,1967,,1888,1976,,1966
Josef Albers,Variant IX,,graphics,gift,1967,,1888,1976,,1966
Josef Albers,Variant X,,graphics,gift,1967,,1888,1976,,1966
Josef Albers,Coming Up,,graphics,gift,1969,,1888,1976,,1966
Josef Albers,Homage to the Square I,,graphics,gift,1968,,1888,1976,,1967
Josef Albers,Homage to the Square II,,graphics,gift,1968,,1888,1976,,1967
Josef Albers,Homage to the Square III,,graphics,gift,1968,,1888,1976,,1967
Josef Albers,Homage to the Square IV,,graphics,gift,1968,,1888,1976,,1967
Josef Albers,Homage to the Square V,,graphics,gift,1968,,1888,1976,,1967
Josef Albers,Homage to the Square VI,,graphics,gift,1968,,1888,1976,,1967
Josef Albers,Homage to the Square VII,,graphics,gift,1968,,1888,1976,,1967
Josef Albers,Homage to the Square VIII,,graphics,gift,1968,,1888,1976,,1967
Josef Albers,Homage to the Square IX,,graphics,gift,1968,,1888,1976,,1967
Josef Albers,Homage to the Square X,,graphics,gift,1968,,1888,1976,,1967
Josef Albers,Homage to the Square XI,,graphics,gift,1968,,1888,1976,,1967
Josef Albers,Homage to the Square XII,,graphics,gift,1968,,1888,1976,,1967
Josef Albers,Stele and Lawn,,graphics,gift,1969,,1888,1976,,1967
Josef Albers,"Homage to the Square: ""Wait""",,graphics,bequest,2007,,1888,1976,,1967
Josef Albers,Homage to the Square - Orange and Yellow,,graphics,gift,1996,,1888,1976,,1970
Josef Albers,WEG III,,,gift,2015,,1888,1976,,1971
Josef Albers,WEG X,,,gift,2015,,1888,1976,,1971
Josef Albers,Folio I / Folder 1,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 2,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 3,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 4,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 5,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 6,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 7,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 8,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 9,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 10,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 11,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 12,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 13,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 14,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 15,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 16,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 17,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 18,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 19,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 20,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 21,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 22,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 23,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 24,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 25,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 26,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 27,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 28,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 29,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 30,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 31,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 32,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio I / Folder 33,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 1,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 2,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 3,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 4,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 5,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 6,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 8,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 9,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 10,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 11,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 12,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 13,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 14,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 15,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 16,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 17,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 18,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 19,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 20,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 21,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 22,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 23,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 24,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 25,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 26,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 27,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 28,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 29,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 30,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 31,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 32,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Folio II / Folder 33,,graphics,gift,1993,,1888,1976,,1972
Josef Albers,Formulation: Articulation (Colophon),,,gift,1993,,1888,1976,,1972
Calvin Albert,Galleon,,sculpture,gift,1959,,1918,2007,,1952
Calvin Albert,Portrait Memory,,graphics,museum accession,1955,,1918,2007,,1954
Ivan Le Lorraine Albright,Fleeting Time Thou Hast Left Me Old,,,gift,1965,,1897,1983,,1946
Ivan Le Lorraine Albright,Self-Portrait at 55 East Division Street,,,gift,1965,,1897,1983,,1947
Ivan Le Lorraine Albright,"Roaring Fork, Wyoming",,graphics,gift,1962,,1897,1983,,1948
Ivan Le Lorraine Albright,Follow Me,,,gift,1965,,1897,1983,,1949
Ivan Le Lorraine Albright,Show Case Doll,,,gift,1973,,1897,1983,,1954
Lita Albuquerque,Edge,,object,gift,2000,,1946,,,1992
Lita Albuquerque,Solar Eclipse,,object,gift,2000,,1946,,,1992
Lita Albuquerque,Solar Geometry,,object,gift,2000,,1946,,,1992
Lita Albuquerque,Solar Oscillation,,object,gift,2000,,1946,,,1992
Albert L. Alcopley,Somewhere,,,museum accession,2011,,1910,1992,,1987
Richard Aldrich,Untitled,,painting,gift,2012,,1975,,,2010
Richard Aldrich,Mobile Samurai,,graphics,assisted purchase,2012,,1975,,,2011
Pierre Alechinsky,Poem,,graphics,assisted purchase,1996,,1927,,,1960
Peter Alexander,Untitled,,graphics,gift,2009,,1939,2020,,1982
Carlos Alfonzo,Told,,painting,gift,1995,,1950,1991,,1990
Brian Alfred,Hug Me,,graphics,gift,2005,,1974,,,2003
Diana Al-Hadid,We Will Control the Vertical,,graphics,assisted purchase,2012,,1981,,,2009
Laylah Ali,Untitled,,graphics,assisted purchase,2012,,1968,,,2002
William Allan,Self Improvement,,graphics,gift,1970,,1936,,,1969
William Allan,Rainbow Trout - Muir Creek,,graphics,assisted purchase,1974,,1936,,,1972
Harold Allen,"Church, Fairplay, Colorado",,graphics,gift,2001,,1912,1998,,1956
Harold Allen,"Subway Vista (La Salle Street Stop), Chicago",,graphics,gift,2001,,1912,1998,,1969
Lynne Allen,And They Brought Small Pox,,graphics,gift,2001,,1949,,,1997
Carlos Almaraz,Buffo's Companion,,graphics,gift,2014,,1941,1989,,1986
Merry Alpern,"#18 Window Series, 1994",,graphics,gift,1995,,1955,,,1994
Merry Alpern,"#26 Window Series, 1994",,graphics,gift,1995,,1955,,,1994
Merry Alpern,"#27 Window Series, 1994",,graphics,gift,1995,,1955,,,1994
Merry Alpern,"#1, The Window Series",,graphics,gift,2001,,1955,,,1994
Merry Alpern,Shopping #3,,graphics,gift,2002,,1955,,,1999
Glen Earl Alps,Spring Plowing,,,gift,1998,,1914,1996,,1938
Glen Earl Alps,Meditation,,,gift,1998,,1914,1996,,1947
Glen Earl Alps,Indian Burial,,graphics,gift,1998,,1914,1996,,1947
Glen Earl Alps,Girl,,graphics,gift,1998,,1914,1996,,1949
Glen Earl Alps,The Family,,,gift,1998,,1914,1996,,1952
Glen Earl Alps,Two Figures,,graphics,gift,1998,,1914,1996,,1953
Glen Earl Alps,The Checkered Table,,,gift,1998,,1914,1996,,1954
Glen Earl Alps,Sunflower,,graphics,gift,1998,,1914,1996,,1954
Glen Earl Alps,Untitled,,,gift,1998,,1914,1996,,1955
Glen Earl Alps,Untitled (Drawing for future collagraph),,graphics,gift,1998,,1914,1996,,1955
Glen Earl Alps,Untitled,,,gift,1998,,1914,1996,,1961
Glen Earl Alps,Untitled,,,gift,1998,,1914,1996,,1961
Glen Earl Alps,Untitled,,,gift,1998,,1914,1996,,1961
Glen Earl Alps,The White Necklace,,,gift,1998,,1914,1996,,1969
Glen Earl Alps,Blue Line,,,gift,1998,,1914,1996,,1976
Glen Earl Alps,Trees,,,gift,1998,,1914,1996,,1988
Glen Earl Alps,Pilchuck Summer,,,gift,1998,,1914,1996,,1988
Charles Henry Alston,The Family,,painting,assisted purchase,1955,,1907,1977,,1955
Harold Altman,Frieze,,graphics,gift,1969,,1924,2003,,1958
Harold Altman,Study,,graphics,gift,1960,,1924,2003,,1959
Harold Altman,Waiting,,graphics,gift,2004,,1924,2003,,1959
Harold Altman,City Fragments,,graphics,gift,1969,,1924,2003,,1960
Harold Altman,Figure and Foliage V,,graphics,gift,1969,,1924,2003,,1960
Harold Altman,Figure and Foliage VII,,graphics,gift,1969,,1924,2003,,1960
Harold Altman,Five Figures,,graphics,gift,1969,,1924,2003,,1960
Harold Altman,Park Conversation,,graphics,gift,1969,,1924,2003,,1960
Harold Altman,Figure and Foliage,,,gift,1969,,1924,2003,,1961
Harold Altman,Conversation,,graphics,gift,1969,,1924,2003,,1962
Harold Altman,Conversation IV,,graphics,gift,1969,,1924,2003,,1963
Harold Altman,Eleven Figures,,graphics,gift,1969,,1924,2003,,1964
Harold Altman,Approaching Figure II,,graphics,gift,1969,,1924,2003,,1965
Harold Altman,Doorway II,,graphics,gift,1969,,1924,2003,,1965
Harold Altman,Doorway with Figures,,graphics,gift,1969,,1924,2003,,1965
Harold Altman,Evening II,,graphics,gift,1969,,1924,2003,,1965
Harold Altman,Figure in a Doorway,,graphics,gift,1969,,1924,2003,,1965
Harold Altman,Le Grand Jardin II,,graphics,gift,1969,,1924,2003,,1965
Harold Altman,Passante,,graphics,gift,1969,,1924,2003,,1965
Harold Altman,The Park,,graphics,gift,1969,,1924,2003,,1965
Harold Altman,Three Trees,,graphics,gift,1969,,1924,2003,,1965
Harold Altman,Two Seated Figures,,graphics,gift,1969,,1924,2003,,1965
Harold Altman,Woman,,graphics,gift,1969,,1924,2003,,1965
Harold Altman,Rejoice,,graphics,gift,1969,,1924,2003,,1966
Harold Altman,Approaching Figure III,,graphics,gift,1969,,1924,2003,,1968
Harold Altman,Approaching Figure IV,,graphics,gift,1969,,1924,2003,,1968
Harold Altman,Evening III,,graphics,gift,1969,,1924,2003,,1968
Harold Altman,Figure and Foliage IX,,graphics,gift,1969,,1924,2003,,1968
Harold Altman,L. P. II,,graphics,gift,1969,,1924,2003,,1968
Harold Altman,Park Reader,,graphics,gift,1969,,1924,2003,,1968
Harold Altman,Park with Four Figures,,graphics,gift,1969,,1924,2003,,1968
Harold Altman,Park with Six Figures,,graphics,gift,1969,,1924,2003,,1968
Harold Altman,Path,,graphics,gift,1969,,1924,2003,,1968
Harold Altman,Reader,,graphics,gift,1969,,1924,2003,,1968
Harold Altman,Luxembourg,,,gift,1969,,1924,2003,,1968
Harold Altman,Luxembourg III,,,gift,1969,,1924,2003,,1968
Harold Altman,Market III,,,gift,1969,,1924,2003,,1968
David Altmejd,Delicate Men in Positions of Power,,graphics,assisted purchase,2004,,1974,,,2003
"David Altmejd, Jamie Isenstein, Ricky Swallow, Lesley Vance","Exquisite Corpse Prints 2006, No. 1",,graphics,gift,2007,,1974,,,2006
John Altoon,Untitled (ABS-113),,graphics,gift,2014,,1925,1969,,1964
John Altoon,S & H Series,,graphics,gift,1991,,1925,1969,,1965
John Altoon,About Women,,,gift,1971,,1925,1969,,1965
John Altoon,About Women,,,gift,1971,,1925,1969,,1965
John Altoon,About Women,,,gift,1971,,1925,1969,,1965
John Altoon,About Women,,,gift,1971,,1925,1969,,1965
John Altoon,About Women,,,gift,1971,,1925,1969,,1965
John Altoon,About Women,,,gift,1971,,1925,1969,,1965
John Altoon,About Women,,,gift,1971,,1925,1969,,1965
John Altoon,About Women,,,gift,1971,,1925,1969,,1965
John Altoon,About Women,,,gift,1971,,1925,1969,,1965
John Altoon,About Women,,,gift,1971,,1925,1969,,1965
John Altoon,F-24,,graphics,assisted purchase,2009,,1925,1969,,1966
Candida Alvarez,Nueva York,,,gift,1996,,1955,,,1991
D-L Alvarez,Dedications,,graphics,assisted purchase,1996,,1962,,,1995
D-L Alvarez,Dedications,,graphics,assisted purchase,1996,,1962,,,1995
José Alvarez,Untitled,,graphics,gift,2000,,1968,,,1999
Noriko Ambe,Flat Globe: Above NY,,graphics,assisted purchase,2007,,1967,,,2006
Irving Amen,Piazza San Marco,,object,gift,2014,,,,,1953
Gregory Amenoff,In the Fifth Season,,object,gift,1984,,1948,,,1983
Gregory Amenoff,Gordian Knot,,painting,gift,1985,,1948,,,1985
Gregory Amenoff,Thorax,,graphics,assisted purchase,1987,,1948,,,1987
Gregory Amenoff,'Gnarl',,object,assisted purchase,1987,,1948,,,1987
American Abstract Artists,(Title page),,,gift,1977,,1936,1936,,1937
American Abstract Artists,Index,,,gift,1977,,1936,1936,,1937
Leo Amino,Jungle,,object,museum accession,1952,,1911,1989,,1950
Emma Amos,Sold,,object,assisted purchase,2015,,1937,2020,,1994
Emma Amos,About Whiteness (Red),,graphics,assisted purchase,2015,,1937,2020,,1995
