Artist,Title,Medium,Medium_classified,Acquisition_classified,Year_acquisition,Gender_classified,Artist_birth_year,Artist_death_year,Country_calculated,Date_creation_year
Kalervo Palsa,Omakuva,,painting,,1999,,1947,1987,,1969
Kalervo Palsa,nimetön,,painting,,1999,,1947,1987,,
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,1969
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,1973
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,1986
Kalervo Palsa,Kotiseutu Perä-Pohjolassa,,graphics,,1999,,1947,1987,,1984
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,1968
Kalervo Palsa,luonnos ; nimetön,,graphics,,1999,,1947,1987,,1975
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1975
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,
Kalervo Palsa,"""Lopussa on naru""",,graphics,,1999,,1947,1987,,1970
Kalervo Palsa,Ratikka,,graphics,,1999,,1947,1987,,1973
Kalervo Palsa,Omakuva,,graphics,,1999,,1947,1987,,1980
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,Svenneby gamla kyrka,,graphics,,1999,,1947,1987,,1986
Elina Luukanen,Sisäkuva,,graphics,,1996,,1941,,,1995
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1986
Kalervo Palsa,Akrobaattistrippari,,graphics,,1999,,1947,1987,,1986
Kalervo Palsa,Domarring,,graphics,,1999,,1947,1987,,1986
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,1984
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,Asetelma,,painting,,1999,,1947,1987,,1984
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1972
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1971
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1971
Kalervo Palsa,Toinen tuleminen (Uusi ihminen),,graphics,,1999,,1947,1987,,1987
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1973
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,1968
Kalervo Palsa,Äiti,,graphics,,1999,,1947,1987,,1974
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1969
Kalervo Palsa,Elintilaa,,graphics,,1999,,1947,1987,,1968
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1986
Kalervo Palsa,Salambo ; kuvituspiirustus,,graphics,,1999,,1947,1987,,1986
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1974
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1972
Kalervo Palsa,Kahvilla,,graphics,,1999,,1947,1987,,1986
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1974
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1972
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1969
Kalervo Palsa,Tuntematon (muotokuva),,painting,,1999,,1947,1987,,1971
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1967
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1984
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,1986
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,1973
Kalervo Palsa,nimetön ; harjoitelma,,graphics,,1999,,1947,1987,,
Riitta Rönkkö,Beauty Box,,graphics,,1997,,1951,,,1996
Walter Martin,Matkaaja CLII,,object,,2006,,1953,,,2004
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1968
Kaarina Kaikkonen,Ajattelin muuttaa elämääni,,,,2011,,1952,,,2010
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1971
Kalervo Palsa,nimetön (maisema) ; nimetön (kaksipuolinen teos),,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,1986
Kalervo Palsa,Omakuva,,graphics,,1999,,1947,1987,,1970
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1973
Kalervo Palsa,Taika-Jim oudossa paikassa,,graphics,,1999,,1947,1987,,1969
Kalervo Palsa,Jänkämaisema,,graphics,,1999,,1947,1987,,1967
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,Syntynyt synkässä mielentilassa,,graphics,,1999,,1947,1987,,1974
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1983
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1968
Kalervo Palsa,Aihe: Strindbergin Mustat liput,,graphics,,1999,,1947,1987,,1974
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,
Kalervo Palsa,Kapitalistin harhamaailma,,graphics,,1999,,1947,1987,,1970
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,1972
Kalervo Palsa,Omakuva,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön (maisema) (Jyväskylä?),,graphics,,1999,,1947,1987,,1983
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,
Kalervo Palsa,American Look,,graphics,,1999,,1947,1987,,1976
Kalervo Palsa,Högsåran laituri,,graphics,,1999,,1947,1987,,1983
Kalervo Palsa,Tentturemmi,,graphics,,1999,,1947,1987,,1980
Kalervo Palsa,Tenttumessias,,painting,,1999,,1947,1987,,1969
Kalervo Palsa,"Reidar, Timo, Kalle. Henkien tapaaminen",,painting,,1999,,1947,1987,,1985
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,Tehty pilvessä,,graphics,,1999,,1947,1987,,1986
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1974
Kalervo Palsa,nimetön,,painting,,1999,,1947,1987,,1980
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,
Antti Keitilä,Mustavuoriripustus-pesuvati,,graphics,,2001,,1966,,,2001
Kalervo Palsa,Empire State Building,,graphics,,1999,,1947,1987,,1986
Kalervo Palsa,Samurai,,graphics,,1999,,1947,1987,,1980
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1972
Kalervo Palsa,Silmukasta,,graphics,,1999,,1947,1987,,1969
Kalervo Palsa,nimetön,,painting,,1999,,1947,1987,,1973
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,1973
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,1986
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1971
Kalervo Palsa,nimetön,,painting,,1999,,1947,1987,,1976
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1967
Kalervo Palsa,Valkoinen jumalatar,,graphics,,1999,,1947,1987,,1984
Kalervo Palsa,Dire Straits,,graphics,,1999,,1947,1987,,1985
Kalervo Palsa,nimetön (luonnos),,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1974
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1986
Kalervo Palsa,Leila Khaled,,graphics,,1999,,1947,1987,,1973
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,1971
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,Piha,,graphics,,1999,,1947,1987,,1984
Kalervo Palsa,nimetön (croquis),,graphics,,1999,,1947,1987,,1986
Kalervo Palsa,Omakuva,,graphics,,1999,,1947,1987,,1967
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,1985
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1970
Kalervo Palsa,Nälkätaiteilija,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,painting,,1999,,1947,1987,,
Kalervo Palsa,Cloisters,,graphics,,1999,,1947,1987,,1986
Kalervo Palsa,Omakuva Hommage a Dürer,,graphics,,1999,,1947,1987,,1972
Kalervo Palsa,Laestadius,,painting,,1999,,1947,1987,,1971
Kalervo Palsa,Kriisin hetkellä,,object,,1999,,1947,1987,,1972
Petah Coyne,Nimetön (Kotimaa),,graphics,,2006,,1953,,,2002
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,1986
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1970
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,1967
Kalervo Palsa,Kuolema kokouksessa,,graphics,,1999,,1947,1987,,1970
Kalervo Palsa,Omakuva,,graphics,,1999,,1947,1987,,1967
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,1974
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,
Kalervo Palsa,Akvaario,,graphics,,1999,,1947,1987,,1973
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,Taidenäyttelyssä,,graphics,,1999,,1947,1987,,1969
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1970
Kalervo Palsa,Matkaliput tarkastetaan,,graphics,,1999,,1947,1987,,1970
Kalervo Palsa,Maisema,,graphics,,1999,,1947,1987,,1970
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1968
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1975
Kalervo Palsa,nimetön (omakuva),,graphics,,1999,,1947,1987,,1984
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1971
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1970
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1972
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,Omakuva,,graphics,,1999,,1947,1987,,1968
Kalervo Palsa,Sarjasta Masekelan konsertti: Masekela + Kalahari,,graphics,,1999,,1947,1987,,1986
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1986
Kalervo Palsa,nimetön (palava talo),,graphics,,1999,,1947,1987,,1969
Kalervo Palsa,Omakuva Vanderbiltilla (1.),,graphics,,1999,,1947,1987,,1986
Kalervo Palsa,nimetön (alastonmalliluonnos),,graphics,,1999,,1947,1987,,
Kalervo Palsa,Kadulta,,graphics,,1999,,1947,1987,,1986
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,
Kalervo Palsa,Gurumay,,graphics,,1999,,1947,1987,,1986
Kalervo Palsa,Herostratos (Sartren mukaan),,graphics,,1999,,1947,1987,,1969
Magnus Scharmanoff,Lopeta jo se enkeleillä pelleily,,photography,,1996,,1964,,,1995
Sanna Kohonen,Sarjasta Päiväkirjamerkintöjä,,graphics,,1996,,1964,,,1996
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1984
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,
Kalervo Palsa,Salaperäisen ikkunan takana,,graphics,,1999,,1947,1987,,1970
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön ; alastonmalliharjoitelma,,,,1999,,1947,1987,,
Kai Ruohonen,Ihmissusista petomaisimpaan riittää vihkimätönkin,,graphics,,1997,,1969,,,1996
Seppo Salminen,"Johannes S. Ne ruumiinosat, joihin pystyn puremaan.",,graphics,,1997,,1956,,,1996
Kalervo Palsa,nimetön ; alastonmalliharjoitelma,,,,1999,,1947,1987,,
Kalervo Palsa,nimetön (Benjamin),,painting,,1999,,1947,1987,,1974
Kalervo Palsa,Målning,,graphics,,1999,,1947,1987,,1986
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,
Kalervo Palsa,Delirium III,,,,1999,,1947,1987,,1986
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1971
Kalervo Palsa,Nuoruus,,graphics,,1999,,1947,1987,,1971
Kalervo Palsa,nimetön (croquis),,graphics,,1999,,1947,1987,,1986
Radoslaw Gryta,Voima,,,,2003,,1955,,,1995
Kalervo Palsa,Omakuva,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön (äidin muotokuva?),,graphics,,1999,,1947,1987,,1973
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,1983
Kalervo Palsa,Karsintakurssi (?),,graphics,,1999,,1947,1987,,1973
Kalervo Palsa,Koivun latvassa conquistadorit,,graphics,,1999,,1947,1987,,1974
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,1968
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön (omakuva),,graphics,,1999,,1947,1987,,1979
Kalervo Palsa,"""Kenguru""",,graphics,,1999,,1947,1987,,
Kalervo Palsa,American Look,,graphics,,1999,,1947,1987,,1976
Liisa Lounila,,,,,2018,,1976,,,2014
Kalervo Palsa,Uhmaaja (kirjan- tai levynkansisuunnitelma?) ; nuoruudentyö,,graphics,,1999,,1947,1987,,1966
Kalervo Palsa,Komeetta,,graphics,,1999,,1947,1987,,
Janne Kaitala,Sokean unessa päivä,,graphics,,2001,,1970,,,2000
Bert de Beul,Nimetön,,painting,,1997,,1961,,,1994
Kalervo Palsa,Wittgensteinin ylistys (Yksinäisyys ja uhma),,graphics,,1999,,1947,1987,,
Igor Savchenko,Sarjasta Group 4: 11.93-14,,graphics,,1996,,1962,,,1993
Wolfgang Laib,Riisiateriat,,graphics,,1997,,1950,,,1994
Kai Ruohonen,Bastion,,graphics,,1997,,1969,,,1996
Kalervo Palsa,Malraux,,graphics,,1999,,1947,1987,,1980
Kalervo Palsa,nimetön,,painting,,1999,,1947,1987,,
Kalervo Palsa,Sisäkuva,,painting,,1999,,1947,1987,,1974
Kalervo Palsa,nimetön (äidin muotokuva) ; nimetön (kaksipuolinen teos),,graphics,,1999,,1947,1987,,1973
Henry Moore,Lepäävä hahmo: koottu,,,,1998,,1898,1986,,1961
Kalervo Palsa,nimetön,,,,1999,,1947,1987,,1976
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1972
Kalervo Palsa,nimetön (omakuva?),,graphics,,1999,,1947,1987,,1972
Kalervo Palsa,nimetön ; alastonmalliharjoitelma,,graphics,,1999,,1947,1987,,1979
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1971
Kalervo Palsa,nimetön (luonnos) ; nuoruuden työ,,graphics,,1999,,1947,1987,,1966
Kalervo Palsa,Talvimaisema,,graphics,,1999,,1947,1987,,1968
Bryan Hunt,Oraakkeli,,sculpture,,1998,,1947,,,1988
Kalervo Palsa,nimetön,,painting,,1999,,1947,1987,,1984
Kalervo Palsa,Katutaistelun jälkeen,,graphics,,1999,,1947,1987,,1985
Kalervo Palsa,Omakuva,,graphics,,1999,,1947,1987,,1968
Richard Serra,,,object,,1998,,1939,,,1989
Kalervo Palsa,Liisa Westmann,,,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1973
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön ; alastonmalliharjoitelma,,graphics,,1999,,1947,1987,,
Kalervo Palsa,Juomarit,,painting,,1999,,1947,1987,,
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,1981
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1976
Kalervo Palsa,Matkaliput tarkistetaan - muistuma junamatkalta ; luonnos samannimiseen maalaukseen,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1978
Kalervo Palsa,Suojelusenkeli,,graphics,,1999,,1947,1987,,1974
Igor Savchenko,Sarjasta Group 3: 8.92-3,,graphics,,1996,,1962,,,1992
Kari Paajanen,Sarjasta Visual Adieus,,graphics,,1997,,1956,,,1996
Kaisu Koivisto,Sarjasta Suojapukuja,,graphics,,1996,,1962,,,1995
Marianna Uutinen,Untitled,,,,1997,,1961,,,1996
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,1973
,Ultraääni-installaatio,,object,,1999,,,,,1996
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1974
Kalervo Palsa,Sateinen tie,,graphics,,1999,,1947,1987,,1967
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1969
Kalervo Palsa,nimetön ; alastonmalliharjoitelma,,graphics,,1999,,1947,1987,,1986
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1983
Kalervo Palsa,nimetön ; alastonmalliharjoitelma,,graphics,,1999,,1947,1987,,
Kalervo Palsa,Puukotus toveripiirissä III,,graphics,,1999,,1947,1987,,1972
Kalervo Palsa,nimetön ; alastonmalliharjoitelma,,,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1968
Kalervo Palsa,nimetön ; alastonmalliharjoitelma,,graphics,,1999,,1947,1987,,1979
Kalervo Palsa,nimetön (omakuva),,graphics,,1999,,1947,1987,,1972
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,
Enzo Cucchi,Esihistoria,,painting,,1998,,1949,,,1986
Kalervo Palsa,Pyövelikurssi,,graphics,,1999,,1947,1987,,1985
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1969
Kalervo Palsa,nimetön,,painting,,1999,,1947,1987,,1975
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1969
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,1974
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,painting,,1999,,1947,1987,,
Kalervo Palsa,nimetön (omakuva),,graphics,,1999,,1947,1987,,1982
Kalervo Palsa,Omakuva,,graphics,,1999,,1947,1987,,1969
Harvey Quaytman,Luonnos maalausta varten,,graphics,,1991,,1937,2002,,1982
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1973
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,Omakuva,,graphics,,1999,,1947,1987,,1968
Einari Levo,Heinäseipäitä,,object,,1997,,1946,1987,,1977
Teuri Haarla,Piirustus,,graphics,,1996,,1955,,,1995
Kalervo Palsa,nimetön (Lili Marleen),,graphics,,1999,,1947,1987,,1985
Kalervo Palsa,Hetteessä oleva talo,,graphics,,1999,,1947,1987,,
Jan Kaila,Siitepöly II,,photography,,1997,,1957,,,1997
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,1983
Pertti Kekarainen,"Density, tihentymä",,,,1997,,1965,,,1997
Kalervo Palsa,nimetön ; alastonmalliharjoitelma,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1971
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,1974
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1971
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1975
Mimmo Paladino,Hiljaisuus ja leipä,,graphics,,1998,,1948,,,1989
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1972
Kalervo Palsa,Luurankoviulu,,graphics,,1999,,1947,1987,,1970
Kalervo Palsa,nimetön (pienoisveistos),,graphics,,1999,,1947,1987,,
Ronald Kitaj,Germania (Yleisö),,painting,,1998,,1932,2007,,1989
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,1983
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,1985
Kalervo Palsa,nimetön (maisema),,painting,,1999,,1947,1987,,1969
Kalervo Palsa,Nainen ja peili,,graphics,,1999,,1947,1987,,1974
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,1976
Kalervo Palsa,Reino parkaa,,graphics,,1999,,1947,1987,,
Carl Andre,Tienpohja,,,,1998,,1935,,,1984
Kalervo Palsa,Lyömäasennossa oleva mies,,graphics,,1999,,1947,1987,,1968
Kalervo Palsa,Landskap,,graphics,,1999,,1947,1987,,1986
Kalervo Palsa,Chiquita,,graphics,,1999,,1947,1987,,1975
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,1969
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1968
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1972
Kalervo Palsa,Tirkistelijä,,graphics,,1999,,1947,1987,,1973
Igor Savchenko,Sarjasta Group 4: 5.92.2-2,,graphics,,1996,,1962,,,1993
Kalervo Palsa,Marian ilmestys,,graphics,,1999,,1947,1987,,1987
Kalervo Palsa,nimetön,,painting,,1999,,1947,1987,,
Einari Levo,Rakennustyömaa,,object,,1997,,1946,1987,,1975
Kalervo Palsa,Vantaan raiskaaja,,graphics,,1999,,1947,1987,,1975
Kalervo Palsa,nimetön ; nuoruuden työ,,graphics,,1999,,1947,1987,,1966
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,1965
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1969
Heta Norros,Rannalla,,object,,2003,,1929,2016,,1987
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,Kylvyn jälkeen (Renoir),,graphics,,1999,,1947,1987,,1970
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,1971
Marjatta Hanhijoki,Runotyttö,,graphics,,2003,,1948,,,1980
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1975
Kalervo Palsa,Riisuutuva,,graphics,,1999,,1947,1987,,1986
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1970
Kalervo Palsa,"luonnoksia maalaukseen ""Suuren tammen kaatomodu...soituma"" ; nuoruuden työ",,graphics,,1999,,1947,1987,,1966
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,1973
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,Osta Carilloa!,,graphics,,1999,,1947,1987,,1974
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,Omakuva kesäisenä aamuna,,graphics,,1999,,1947,1987,,1983
Kalervo Palsa,nimetön ; alastonmalliharjoitelma,,graphics,,1999,,1947,1987,,
Kalervo Palsa,Pöytäseurue,,graphics,,1999,,1947,1987,,1968
Kalervo Palsa,nimetön (Sotasokea?),,graphics,,1999,,1947,1987,,1965
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,1972
Kalervo Palsa,Toivo,,graphics,,1999,,1947,1987,,1983
Tracey Emin,Kuvaile itseäni alle 20 sanalla,,graphics,,1999,,1963,,,1998
Silja Rantanen,Gridi,,painting,,1997,,1955,,,1996
Pertti Kekarainen,"Density, tihentymä",,,,1997,,1965,,,1997
Erkki Kurenniemi,,,video art,,2003,,1941,2017,,1968
Pentti Otto Koskinen,Piirustus,,graphics,,1996,,1952,,,1995
Katarina Reuter,Nyt,,painting,,1996,,1964,,,1996
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1974
Kalervo Palsa,Lyömäasennossa olevia miehiä,,graphics,,1999,,1947,1987,,1968
Kalervo Palsa,Musta päivä (Kuuseen hirttäytyjä),,graphics,,1999,,1947,1987,,1976
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Jukka Korkeila,Nimetön,,painting,,1997,,1968,,,1996
Kalervo Palsa,Vote ; luonnos,,graphics,,1999,,1947,1987,,1984
Kalervo Palsa,Sininen äiti,,graphics,,1999,,1947,1987,,1972
Kalervo Palsa,Samaa puoluetta ; luonnos,,graphics,,1999,,1947,1987,,
Kalervo Palsa,Majlikselle,,graphics,,1999,,1947,1987,,1971
Kalervo Palsa,"Luonnos: Reidar, Timo Mukka, Palsa",,graphics,,1999,,1947,1987,,1985
Kalervo Palsa,Nuori taiteilija,,graphics,,1999,,1947,1987,,1973
Kalervo Palsa,Samppa Kivelä,,graphics,,1999,,1947,1987,,1969
Kalervo Palsa,C.F. Hill,,graphics,,1999,,1947,1987,,1973
Kalervo Palsa,Seppelöity Friedrich Nietzsche (Tuska ja hurmio),,painting,,1999,,1947,1987,,1972
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1968
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,Asetelma,,graphics,,1999,,1947,1987,,1974
Kalervo Palsa,Vapautuminen,,graphics,,1999,,1947,1987,,1973
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,painting,,1999,,1947,1987,,1976
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,
Jukka Mäkelä,Jäävuori-sarja II,,graphics,,2003,,1949,2018,,1983
Timo Kelaranta,Sarjasta Pecos ja Jane,,graphics,,1997,,1951,,,1997
Lea Whittington,Kananluukattokruunu,,object,,1997,,1960,,,1995
Marjatta Oja,Tilanneveistos (Uni),,video art,,1997,,1962,,,1996
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön (pienoisveistos),,graphics,,1999,,1947,1987,,
Kalervo Palsa,Tunturimaisema,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön (maisema) ; nuoruuden työ,,graphics,,1999,,1947,1987,,1966
Kalervo Palsa,Nuotio,,graphics,,1999,,1947,1987,,1974
Kalervo Palsa,nimetön (maisema) ; keskeneräinen,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön ; alastonmalliharjoitelma,,,,1999,,1947,1987,,
Kalervo Palsa,nimetön (luonnos) ; nuoruuden työ,,graphics,,1999,,1947,1987,,1966
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1975
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1971
Kalervo Palsa,luonnoslehtiö,,graphics,,1999,,1947,1987,,1966
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1971
Kalervo Palsa,nimetön ; alastonmalliharjoitelma,,,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
