Artist,Title,Medium,Medium_classified,Acquisition_classified,Year_acquisition,Gender_classified,Artist_birth_year,Artist_death_year,Country_calculated,Date_creation_year
Jaana Maijala,Grünewald,,graphics,,2013,,,,,2011
Markus Heikkerö,,,,,2013,,1952,,,2001
Timo Ryhänen,,,graphics,,2013,,,,,2013
Markus Heikkerö,Leijonan perse,,,,2012,,1952,,,1969
Markus Heikkerö,Topi Sorsakoski,,graphics,,2013,,1952,,,1980
Tuomas A. Laitinen,,,,,2013,,1976,,,2011
Jarmo Kukkonen,Sarjasta 108 Maalausta,,graphics,,2013,,1968,,,2011
,Kotikutoisen selkärangattomuuskultin etnografiaa ja muita naapuruuksia: Piparkakkutalo,,graphics,,2019,,,,,2019
Markus Heikkerö,Piirros,,,,2013,,1952,,,1968
Jarmo Kukkonen,Sarjasta 108 Maalausta,,graphics,,2013,,1968,,,2011
Markus Heikkerö,Piirros,,,,2013,,1952,,,1960
Jari Silomäki,Kävelen 174 askelta Lepolassa Riihimäellä,,,,2014,,1975,,,2013
Armas Hursti,Rollaattori,,,,2013,,1934,2017,,
Otto Karvonen,Muukalaispalatsi-linnunpönttömallisto (Ranska),,object,,2012,,1975,,,2010
Karoline Hjorth,,,,,2013,,,,,2012
Markus Heikkerö,,,,,2013,,1952,,,2010
Mia Hamari,Kauriinpoika,,object,,2014,,1976,,,2009
Anu Tuominen,Ärtsoppa ja örtsoppa,,,,2009,,1961,,,2009
Harri Pälviranta,"Uutismuotokuva #1(koulusurmaaja Saari, Suomi)",,,,2012,,1971,,,2010
David Blandy,,,video art,,2016,,1976,,,2015
Ari Pelkonen,Jättiläinen,,object,,2012,,1978,,,2011
Jarmo Kukkonen,Sarjasta 108 Maalausta,,graphics,,2013,,1968,,,2011
Sören Dahlgaard,Taikinamuotokuvia,,graphics,,2013,,1973,,,2012
Markus Heikkerö,Piirros,,,,2013,,1952,,,1960
Mika Taanila,Keskeneräinen,,,,2014,,1965,,,2013
Maija Albrecht,Om att plocka bär i november I / Marraskuu I,,,,2015,,1967,,,2014
Osmo Rauhala,Sananvartijat,,painting,,2013,,1957,,,2012
Markus Heikkerö,Syntymäni,,painting,,2013,,1952,,,1968
Markus Heikkerö,Sarjasta Hylätyt orvot,,painting,,2013,,1952,,,1967
Imants Tillers,Higher Beings Command,,graphics,,1991,,1950,,,1988
Mika Taanila,Keskeneräinen,,,,2014,,1965,,,2013
Markus Heikkerö,,,painting,,2013,,1952,,,2012
Otto Karvonen,Muukalaispalatsi-linnunpönttömallisto (Italia),,,,2012,,1975,,,2010
Markus Heikkerö,Piirros,,,,2013,,1952,,,1960
Henry Wuorila-Stenberg,Kätketyt kasvot,,painting,,2018,,1949,,,2000
Ville Andersson,Jotain niille jotka odottavat,,,,2012,,,,,2012
Markus Heikkerö,Piirros,,,,2013,,1952,,,1960
Hilda Kozári,Terve,,object,,2013,,1964,,,2012
Perttu Saksa,Muistuma,,,,2012,,1977,,,2012
Jarmo Kukkonen,Sarjasta 108 Maalausta,,graphics,,2013,,1968,,,2011
Päivi Takala,Paperi maalaukselle,,painting,,2015,,1970,,,2015
Jussi Goman,Lady Grayn uskollinen ystävä,,painting,,2013,,1980,,,2013
Otto Karvonen,Muukalaispalatsi-linnunpönttömallisto (Alankomaat),,,,2012,,1975,,,2010
Markus Henttonen,,,graphics,,2014,,,,,2012
Harri Pälviranta,"Uutismuotokuva #3 (koulusurmaaja Auvinen, Suomi)",,,,2012,,1971,,,2010
Kalervo Palsa,"luonnoslehtiö, croquis-piirustuksia",,graphics,,1999,,1947,1987,,1973
Lawrence Weiner,,,object,,2012,,1940,,,2011
Anna Retulainen,"Sarjasta ""Muisto""",,graphics,,2013,,1969,,,2010
Miroslaw Balka,Koske minua / Löydä minut,,,,2013,,1958,,,2013
Markus Heikkerö,,,painting,,2013,,1952,,,1992
Anssi Törrönen,Nimetön,,painting,,2013,,1970,,,2012
Topi Ruotsalainen,Tehtävää,,painting,,2012,,1979,,,2011
Jarmo Kukkonen,Sarjasta 108 Maalausta,,graphics,,2013,,1968,,,2011
Kalle Lampela,Pääoma,,,,2013,,,,,2009
Riiko Sakkinen,We Demand Freedom of Speech (But We Have Nothing to Say),,,,2014,,1976,,,2013
Tanja Koljonen,,,,,2013,,,,,2011
Markus Heikkerö,,,painting,,2013,,1952,,,1992
Markus Heikkerö,Helmi valkealla otsalla,,painting,,2013,,1952,,,2003
Perttu Saksa,,,graphics,,2014,,1977,,,2013
Alma Heikkilä,16:9,,,,2014,,1984,,,2012
Markus Heikkerö,,,painting,,2013,,1952,,,1992
Kalervo Palsa,luonnoslehtiö,,graphics,,1999,,1947,1987,,1973
Markus Heikkerö,Kuolema ei yllätä viisasta miestä,,painting,,2013,,1952,,,1994
Jari Silomäki,Kävelen 17 000 askelta Pekingin Marco Polon sillalla,,,,2014,,1975,,,2013
Markus Heikkerö,,,graphics,,2013,,1952,,,1980
Riitta Ikonen,Me Again,,video art,,2013,,,,,2012
Jouko Lehtola,"18.1.1999 Pasilan rautatieasema, julkinen käymälä, mies, kuolinsyy: Heroiinin yliannostus, sarjasta OD Helsinki",,graphics,,2013,,1963,2010,,2002
Mika Taanila,Keskeneräinen,,,,2014,,1965,,,2013
Jarmo Kukkonen,Sarjasta 108 Maalausta,,graphics,,2013,,1968,,,2011
Jarmo Kukkonen,Sarjasta 108 Maalausta,,graphics,,2013,,1968,,,2011
Markus Heikkerö,Pedro,,graphics,,2013,,1952,,,1980
Markus Heikkerö,,,graphics,,2013,,1952,,,1980
Markus Heikkerö,Piirros,,,,2013,,1952,,,1960
Markus Heikkerö,Sarjasta Hylätyt orvot,,painting,,2013,,1952,,,1967
Markus Heikkerö,Lähtö,,,,2013,,1952,,,2006
Markus Heikkerö,,,painting,,2013,,1952,,,1991
Brad Downey,Näin me rullataan,,video art,,2014,,,,,2011
Ola Kolehmainen,,,graphics,,2014,,1964,,,2011
Karoline Hjorth,,,,,2013,,,,,2012
Otto Karvonen,Muukalaispalatsi-linnunpönttömallisto (Malta),,object,,2012,,1975,,,2010
Alfredo Jaar,KULTTUURI = PÄÄOMA,,object,,2014,,,,,2012
Karoline Hjorth,,,,,2013,,,,,2012
Tiina Pyykkinen,,,,,2012,,,,,2012
Markus Heikkerö,"Salaisuuteni, toinen osa: Rakkaus, kuolema, usko",,,,2013,,1952,,,2004
Jouko Lehtola,"26.8.2002 Kointähdentie, auton takapenkki, mies, kuolinsyy: Heroiinin yliannostus, sarjasta OD Helsinki",,graphics,,2013,,1963,2010,,2002
Otto Karvonen,Muukalaispalatsi-linnunpönttömallisto (Alankomaat),,object,,2012,,1975,,,2010
Otto Karvonen,Muukalaispalatsi-linnunpönttömallisto (Italia),,object,,2012,,1975,,,2010
Jarmo Kukkonen,Sarjasta 108 Maalausta,,graphics,,2013,,1968,,,2011
Kalervo Palsa,luonnoslehtiö,,graphics,,1999,,1947,1987,,1970
Taneli Rautiainen,Dialogi,,installation,,2014,,1983,,,2014
Jarmo Kukkonen,Sarjasta 108 Maalausta,,graphics,,2013,,1968,,,2011
Adam Saks,Imperiumi,,painting,,2013,,,,,2012
Hilda Kozári,"Zen-cukor, sarjasta zen - keittiö teokset",,graphics,,2012,,1964,,,2012
Markus Heikkerö,Universumin orja,,,,2013,,1952,,,2008
Ari Pelkonen,Virnistys 2,,object,,2012,,1978,,,2011
Maija Albrecht,Linnun helminauha,,,,2015,,1967,,,2014
Kaarlo Stauffer,Nimetön,,painting,,2014,,,,,2014
Kalle Lampela,Esteettinen teoria,,,,2013,,,,,2008
Kalervo Palsa,luonnoslehtiö,,graphics,,1999,,1947,1987,,1970
Markus Heikkerö,Sokrates,,graphics,,2013,,1952,,,1980
Markus Heikkerö,Muista kuolevaisuutesi 3,,painting,,2013,,1952,,,2010
Markus Heikkerö,,,graphics,,2013,,1952,,,1980
Markus Heikkerö,Taidegrafiikka,,,,2013,,1952,,,1968
Otto Karvonen,Muukalaispalatsi-linnunpönttömallisto (Suomi),,,,2012,,1975,,,2010
Jari Silomäki,Kävelen 2995 askelta New Yorkin alueella Ground Zero,,,,2014,,1975,,,2013
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1971
Jorma Puranen,Museomietiskelyjä 1 (Ester),,graphics,,2014,,1951,,,2013
Jarmo Kukkonen,Sarjasta 108 Maalausta,,graphics,,2013,,1968,,,2011
Markus Heikkerö,,,,,2013,,1952,,,2007
Markus Heikkerö,Koira kuutamolla,,painting,,2013,,1952,,,1992
Markus Heikkerö,,,graphics,,2013,,1952,,,1980
Hannaleena Heiska,Rachael #4,,,,2013,,1973,,,2013
Anssi Törrönen,Nimetön,,painting,,2013,,1970,,,2012
Mika Taanila,Keskeneräinen,,,,2014,,1965,,,2013
,Nimetön,,,,2014,,1920,1991,,1988
Kari Juhani Tolonen,Manillaköysi,,sculpture,,2012,,1945,2004,,1966
Perttu Saksa,Muistuma,,,,2012,,1977,,,2012
Markus Heikkerö,Jytinää Eestissä,,graphics,,2013,,1952,,,1980
Otto Karvonen,Muukalaispalatsi-linnunpönttömallisto (Ranska),,,,2012,,1975,,,2010
Alma Heikkilä,Sininen,,graphics,,2012,,1984,,,2011
Jyrki Riekki,Tyhjän naaman kutsu,,painting,,2012,,1976,,,2009
Jussi Valtakari,Jonotus on maksuton,,,,2013,,,,,2012
Anna Retulainen,Lion attacking a horse,,painting,,2013,,1969,,,2012
Dan Perjovschi,,,,,2013,,,,,2013
Kalervo Palsa,Soppajono,,graphics,,1999,,1947,1987,,1986
Markus Heikkerö,,,graphics,,2013,,1952,,,1980
Markus Heikkerö,,,graphics,,2013,,1952,,,1980
Ville Andersson,Amaryllis,,graphics,,2012,,,,,2012
Tuomas A. Laitinen,,,,,2013,,1976,,,2011
Alfredo Jaar,Rakas Markus,,,,2014,,,,,2011
Berit Talpsepp-Jaanisoo,Villun muotokuva,,,,2014,,1984,,,2015
Anna Retulainen,"Sarjasta ""Muisto""",,graphics,,2013,,1969,,,2010
Markus Heikkerö,Sarjasta Hylätyt orvot,,painting,,2013,,1952,,,1968
Iiu Susiraja,Päiväkahvit,,,,2012,,1975,,,2012
Armas Hursti,"Mies, joka tahtoi takaisin kohtuun",,,,2013,,1934,2017,,
Tuomas A. Laitinen,,,,,2013,,1976,,,2011
Jouna Karsi,Pohjanmaa,,graphics,,2014,,1980,,,2014
Kaarina Kaikkonen,Äiti,,object,,2014,,1952,,,1991
Anna Retulainen,"Sarjasta ""Muisto""",,graphics,,2013,,1969,,,2010
Markus Heikkerö,Sarjasta Hylätyt orvot,,painting,,2013,,1952,,,1968
Markus Heikkerö,Yömaisema,,painting,,2013,,1952,,,2011
Mikko Hintz,,,,,2012,,1974,,,2011
Stig Baumgartner,Eva,,painting,,2013,,1969,,,2012
Markus Henttonen,,,graphics,,2014,,,,,2012
Markus Heikkerö,Piirros,,,,2013,,1952,,,1960
Markus Heikkerö,Omakuva,,graphics,,2013,,1952,,,1980
Markus Heikkerö,,,graphics,,2013,,1952,,,1980
Maija Albrecht,Pelilauta,,,,2015,,1967,,,2015
Jarmo Kukkonen,Sarjasta 108 Maalausta,,graphics,,2013,,1968,,,2011
Markus Heikkerö,,,painting,,2013,,1952,,,1992
Otto Karvonen,Muukalaispalatsi-linnunpönttömallisto (Espanja),,,,2012,,1975,,,2010
Otto Karvonen,Muukalaispalatsi-linnunpönttömallisto (Suomi),,object,,2012,,1975,,,2010
Markus Heikkerö,Piirros,,,,2013,,1952,,,1960
Otto Karvonen,Muukalaispalatsi-linnunpönttömallisto (Malta),,,,2012,,1975,,,2010
Outi Heiskanen,Orvokin suojelijat,,graphics,,2003,,1937,,,1980
Markus Heikkerö,,,painting,,2013,,1952,,,2010
Anna Retulainen,"Sarjasta ""Muisto""",,graphics,,2013,,1969,,,2010
Otto Karvonen,Muukalaispalatsi-linnunpönttömallisto (Espanja),,object,,2012,,1975,,,2010
Merja Aletta Ranttila,Satukirjankuvituksia,,graphics,,1996,,1960,,,1995
Tuomas A. Laitinen,,,,,2013,,1976,,,2011
Markus Heikkerö,Storyboard animaatioelokuvaan,,,,2013,,1952,,,1969
Sami Havia,,,object,,2012,,1982,,,2012
Miikka Vaskola,,,graphics,,2013,,,,,2013
Markus Rissanen,,,painting,,2013,,1973,,,2012
Jari Silomäki,Kävelen 8100 askelta Srebrenicassa,,,,2014,,1975,,,2013
Sebastian Errazuriz,,,sculpture,,2012,,1977,,,2011
Kalervo Palsa,nimetön,,painting,,1999,,1947,1987,,1976
Hilda Kozári,"Zen-mák, sarjasta zen - keittiö teokset",,graphics,,2012,,1964,,,2012
Floris Bakker,Geologinen löytö nro 1,,sculpture,,2013,,,,,2011
Robert Lucander,,,object,,2013,,1962,,,2001
Anssi Törrönen,Nimetön,,painting,,2013,,1970,,,2012
Viggo Wallensköld,Henrietta,,painting,,2012,,1969,,,1996
Jari Silomäki,Kävelen Auschwitz-Birkenaussa itseni uuvuksiin,,,,2014,,1975,,,2013
Markus Heikkerö,,,painting,,2013,,1952,,,1992
Jyrki Riekki,,,painting,,2012,,1976,,,2009
Brad Downey,Murto,,sculpture,,2014,,,,,2014
Markus Heikkerö,"Salaisuuteni, ensimmäinen osa: Alkuperäinen pyhä",,,,2013,,1952,,,2004
Maija Albrecht,Om att plocka bär i november II / Marraskuu II,,,,2015,,1967,,,2014
Armas Hursti,Kerjäten,,,,2013,,1934,2017,,2013
Sari Koski-Vähälä,"Domingo – Sunnuntai, sarjasta Sagrada familia",,,,2015,,1963,,,2006
Jari Silomäki,Kävelen Treblinkassa itseni uuvuksiin,,,,2014,,1975,,,2013
Markus Heikkerö,,,,,2013,,1952,,,2004
Markus Heikkerö,Omakuva,,graphics,,2013,,1952,,,1980
Jari Silomäki,Kävelen 200 000 askelta Karjalan Vienanmeri–Itämeri -kanavan rannalla,,,,2014,,1975,,,2013
Jari Silomäki,Kävelen Memphisissä Loreanne hotellin parvekkeella,,,,2014,,1975,,,2013
Jarmo Kukkonen,Sarjasta 108 Maalausta,,graphics,,2013,,1968,,,2011
Markus Heikkerö,Taidegrafiikka,,,,2013,,1952,,,1968
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Mika Taanila,Keskeneräinen,,,,2014,,1965,,,2013
Mika Taanila,Keskeneräinen,,,,2014,,1965,,,2013
Jaakko Niemelä,Usko,,object,,2015,,1959,,,2006
Mika Taanila,Keskeneräinen,,,,2014,,1965,,,2013
Merja Aletta Ranttila,Satukirjankuvituksia,,graphics,,1996,,1960,,,1995
Mika Taanila,Keskeneräinen,,,,2014,,1965,,,2013
Mika Taanila,Keskeneräinen,,,,2014,,1965,,,2013
Maija Albrecht,Veijari,,,,2015,,1967,,,2014
Mika Taanila,Keskeneräinen,,,,2014,,1965,,,2013
Suvi Sysi,,,,,2017,,1990,,,2017
Merja Aletta Ranttila,Satukirjankuvituksia,,graphics,,1996,,1960,,,1995
Tatu Tuominen,Kollaasisarjasta Studying Modern Architecture with a Knife nro 14,,graphics,,2015,,1975,,,2015
Mika Taanila,Keskeneräinen,,,,2014,,1965,,,2013
Tatu Tuominen,Kollaasisarjasta Studying Modern Architecture with a Knife nro 45,,graphics,,2015,,1975,,,2015
Mika Taanila,Keskeneräinen,,,,2014,,1965,,,2013
Maria Friberg,Ei aikaa pudota,,video art,,2004,,1966,,,2001
Heini Aho,Sisin (Kulma),,,,2015,,1979,,,2014
Leena Nio,Lintuhäkki,,painting,,2015,,1982,,,2015
Danh Võ,Nimetön,,graphics,,2015,,1975,,,2014
Ville Andersson,Kapellimestari,,,,2015,,,,,2015
Heli Hiltunen,Yökartta,,,,2015,,1960,,,2015
Mika Taanila,Keskeneräinen,,,,2014,,1965,,,2013
Vitantonio Russo,Economia alla specchio,,graphics,,1991,,1932,,,
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,1979
Danh Võ,Nimetön (omakuva Carriena),,graphics,,2015,,1975,,,2015
Danh Võ,Käden muotokuva,,graphics,,2015,,1975,,,2010
Elina Brotherus,,,,,2015,,1972,,,2011
Mika Taanila,Keskeneräinen,,,,2014,,1965,,,2013
Heta Kuchka,Läsnä / Lahja,,video art,,2015,,1974,,,2012
Venla Martikainen,Orastavat ajatukset,,,,2015,,1982,,,2015
Merja Aletta Ranttila,Satukirjankuvituksia,,graphics,,1996,,1960,,,1995
Kalervo Palsa,Luonnos sisäkuvaksi syksyllä 1973,,graphics,,1999,,1947,1987,,1973
Olli Marttila,Kasvoja,,graphics,,2018,,1948,,,2008
Merja Aletta Ranttila,Satukirjankuvituksia,,graphics,,1996,,1960,,,1995
Susanne Gottberg,Kohde,,painting,,2015,,1964,,,2013
Mika Taanila,Keskeneräinen,,,,2014,,1965,,,2013
Mika Taanila,Keskeneräinen,,,,2014,,1965,,,2013
Mika Taanila,Keskeneräinen,,,,2014,,1965,,,2013
Artor Jesus Inkerö,"Sarjasta 9 kg, 84 g",,graphics,,2015,,1989,,,2012
Danh Võ,,,graphics,,2015,,1975,,,2014
Mika Taanila,Keskeneräinen,,,,2014,,1965,,,2013
Merja Aletta Ranttila,Satukirjankuvituksia,,graphics,,1996,,1960,,,1995
Merja Aletta Ranttila,Satukirjankuvituksia,,graphics,,1996,,1960,,,1995
Timo Andersson,,,object,,2017,,1989,,,2016
,Beer Jimmy (Free style),,video art,,2017,,,,,
Anna Estarriola,"Ennustuksen mukaan muutamme kuuhun, muutamme sen narsistiseksi ja itsekeskeiseksi paikaksi, ja sillä tulee olemaan sivuvaikutuksia",,video art,,2015,,,,,2015
Michelangelo Pistoletto,"Kolmas paratiisi, I-sarja",,,,2015,,,,,
Maija Närhinen,Rätti,,graphics,,2011,,1967,,,2008
Merja Aletta Ranttila,Satukirjankuvituksia,,graphics,,1996,,1960,,,1995
,,,graphics,,2017,,,,,2017
,,,,,2017,,,,,2017
Markus Heikkerö,Storyboard animaatioelokuvaan,,,,2013,,1952,,,1969
Mika Taanila,Keskeneräinen,,,,2014,,1965,,,2013
Mika Taanila,Keskeneräinen,,,,2014,,1965,,,2013
Tatu Tuominen,Kollaasisarjasta Studying Modern Architecture with a Knife nro 44,,graphics,,2015,,1975,,,2015
Mika Taanila,Keskeneräinen,,,,2014,,1965,,,2013
Marjaana Kella,Sarjasta Hypnoosi,,,,2010,,1961,,,2001
Nestori Syrjälä,Latour-litania 3 (hyppynaru),,object,,2015,,1983,,,2015
Mika Taanila,Keskeneräinen,,,,2014,,1965,,,2013
Tatu Tuominen,Kollaasisarjasta Studying Modern Architecture with a Knife nro 59,,graphics,,2015,,1975,,,2015
Ville Andersson,Heijastus,,,,2015,,,,,2013
Markus Heikkerö,Nimetön,,,,2013,,1952,,,1968
Charles Richardson,,,video art,,2015,,1979,,,2015
Kristina Norman,,,,,2010,,1979,,,2009
Kristina Norman,,,,,2010,,1979,,,2009
Kristina Norman,,,,,2010,,1979,,,2009
Kristina Norman,,,,,2010,,1979,,,2009
William Wegman,"Selected Works, Reel 1",,video art,,1991,,1943,,,1970
Anna Uddenberg,,,object,,2017,,1982,,,2017
Kaisu Koivisto,Iso paha,,object,,2010,,1962,,,2004
Riitta Ikonen,Postitaide,,object,,2016,,,,,2004
Markus Heikkerö,,,graphics,,2013,,1952,,,1980
Alfredo Jaar,Miljoona Suomen passia,,object,,2014,,,,,1995
Jenni Hiltunen,,,painting,,2011,,1981,,,2010
Kader Attia,"Kulttuuri, toinen korjattu luonto",,object,,2016,,1970,,,2014
Janne Sivonen,Ajan ja paikan kollaasi,,installation,,2015,,,,,2014
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,1978
Riiko Sakkinen,Seis! Ei enää afrikkalaisia maahanmuuttajia jos he eivät ole huippujalkapalloilijoita,,graphics,,2007,,1976,,,2007
Timo Vaittinen,,,object,,2018,,,,,2014
Eija-Liisa Ahtila,Esineiden luonto,,video art,,1994,,1959,,,1987
Kati Roover,,,video art,,2018,,1982,,,2018
Andrey Bogush,,,,,2017,,1987,,,2017
Wade Guyton,,,graphics,,2016,,1972,,,2016
Liisa Lounila,Popcorn,,video art,,2001,,1976,,,2001
Jan Kaila,Vastasyntyneet,,photography,,2001,,1957,,,1998
Adel Abidin,Vaahto,,video art,,2008,,1973,,,2007
Simryn Gill,Metsä,,photography,,1998,,1959,,,1996
Arto Nurro,Koukista sormeasi jos ajattelet minua,,graphics,,2010,,1971,,,2009
Joakim Eskildsen,"Sapera tyttö, Jaisalmerin alue, Romanimatkat - Intia",,graphics,,2010,,1971,,,2001
Petri Eskelinen,Kuoleva tähti,,graphics,,2016,,1975,,,2016
Kalervo Palsa,Lokeronivusajos kolme viikkoa tartunnan jälkeen,,graphics,,1999,,1947,1987,,1985
Marjaana Kella,Sarjasta Hypnoosi,,,,2010,,1961,,,2001
Alexei Gordin,Älä häiritse taideprojektiani,,painting,,2016,,1989,,,2016
Jeong Hwa Choi,,,,,2016,,1961,,,2015
Hannu Väisänen,Rainer Maria Rilken teokseen Duineser Elegien,,object,,,,1951,,,1980
Antti Oikarinen,Triptyykki,,painting,,2018,,1974,,,2017
,,,object,,2018,,1974,,,2018
,,,graphics,,2018,,1974,,,2017
Dimitri Bulnygin,Naamarishow,,,,2004,,1965,,,2001
Sasha Huber,Rentyhorn,,video art,,2010,,1975,,,2008
Maija Luutonen,Saturnuksen paluu,,,,2015,,1978,,,2015
Annu Vertanen,Voitto,,graphics,,2015,,1960,,,1989
Eeva Tiisala,Hetkien sidos 4,,graphics,,2018,,1952,,,1993
Olli Jaatinen,"Sarjasta Savolaiset nähtävyydet, Oivallinen turvapaikka, Kirkkokivet, Otava, Mikkeli",,,,1992,,1960,,,1992
Ernesto Neto,Boan polulla istuen,,,,2016,,1964,,,2016
Anna Retulainen,Asetelma sitruuna ja lime,,graphics,,2003,,1969,,,2003
Axel Antas,,,graphics,,2017,,1976,,,2016
Sini Pelkki,,,video art,,2018,,1978,,,2011
Ville Mäkikoskela,Eilisen uutiset,,object,,2019,,1975,,,2011
Ville Mäkikoskela,Makkara pussissa,,object,,2019,,1975,,,2011
Riiko Sakkinen,Finlandia,,painting,,2017,,1976,,,2016
Ronald Kitaj,Mene ja tapata itsesi toveri - tarvitsemme oman Byronin tähänkin sotaan,,graphics,,1568,,1932,2007,,1964
Ronald Kitaj,Tulevassa kirjassaan suhteellisesta riistosta,,graphics,,1568,,1932,2007,,1964
Ronald Kitaj,Mikä on vertaus?,,graphics,,1568,,1932,2007,,1964
Ronald Kitaj,Jouluruusu; Georg Traklille,,graphics,,1568,,1932,2007,,1964
Ronald Kitaj,Hermot hierovat lyötyä sydäntä,,graphics,,1568,,1932,2007,,1964
Ronald Kitaj,Etelän Ristin tasavalta,,graphics,,1568,,1932,2007,,1964
Joonas Kota,,,,,2017,,,,,2016
Meeri Koutaniemi,Elizabethin äiti Rachel kotonaan,,,,2017,,,,,2014
Annu Vertanen,Äiti,,object,,1993,,1960,,,1993
Chiharu Shiota,,,graphics,,2016,,1972,,,2016
Meeri Koutaniemi,"Isinan äiti näyttää silpomisen työvälinettä, partakoneenterää",,,,2017,,,,,2014
Ronald Kitaj,Liima-sanat,,graphics,,1568,,1932,2007,,1964
Ronald Kitaj,Maallikkojen tulva,,graphics,,1568,,1932,2007,,1964
Ronald Kitaj,Kutsukaamme sitä Ardeniksi / ja eläkäämme siinä,,graphics,,1568,,1932,2007,,1964
Ronald Kitaj,"Hänen jokainen surkea, lyöty, häviäjän, toivoton veto, häviäjä, haudattu",,graphics,,1568,,1932,2007,,1964
Mona Hatoum,,,,,2017,,,,,2006
Heli Rekula,,,graphics,,2012,,1963,,,2006
Chiharu Shiota,,,graphics,,2016,,1972,,,2016
Kari Cavén,Broileri,,graphics,,2017,,1954,,,2017
Meeri Koutaniemi,Turvakodin seinämaalaus,,,,2017,,,,,2012
Henry Wuorila-Stenberg,Maria Egyptiläinen,,painting,,2018,,1949,,,2010
Axel Antas,,,graphics,,2017,,1976,,,2017
Markus Heikkerö,,,graphics,,2013,,1952,,,1980
Atro Linnavirta,Musta,,painting,,2018,,1982,,,2016
Chiharu Shiota,,,graphics,,2016,,1972,,,2016
Risto Puurunen,,,graphics,,2017,,,,,2014
Henry Wuorila-Stenberg,Opetuslapset,,graphics,,2018,,1949,,,
Axel Antas,,,graphics,,2017,,1976,,,2016
Kari Cavén,Erisnimetön I,,graphics,,2017,,1954,,,2017
Camilla Vuorenmaa,Sarjasta Kohtaamisia,,graphics,,2008,,1979,,,2004
Ilja Karilampi,,,object,,2017,,,,,2017
Henry Wuorila-Stenberg,Maalaus no 5,,painting,,1997,,1949,,,1997
Suvi Sysi,,,,,2017,,1990,,,2016
Heidi Tikka,The Treshold of Liberty,,video art,,1994,,1959,,,1992
Ilja Karilampi,,,object,,2017,,,,,2017
Jani Hänninen,,,graphics,,2008,,1974,,,2004
Jenni Hiltunen,,,,,2008,,1981,,,2006
Meeri Koutaniemi,Elizabeth ystävänsä Silvia Salulan kanssa turvakodissa,,,,2017,,,,,2012
Elina Autio,Putkityö,,graphics,,2014,,1985,,,2013
Hans Rosenström,Jökulsárlón I,,,,2017,,1978,,,2017
Hans-Christian Berg,,,object,,2014,,1971,,,2013
Mariele Neudecker,Ajattele yhtä asiaa,,painting,,2006,,1965,,,2002
Maija Albrecht,Profiili,,,,2015,,1967,,,2014
Maija Albrecht,Kysy linnulta,,,,2015,,1967,,,2014
Aarno Salosmaa,Pienten joutsenten tanssi,,,,1999,,1941,2008,,1999
Kim Somervuori,Arto,,,,2018,,1975,,,2010
Janne Räisänen,,,graphics,,2011,,1971,,,2009
Mika Karhu,Rukous,,graphics,,2018,,1969,,,2015
Bita Razavi,How to Do Things With Words (A Legal Performance),,graphics,,2020,,1987,,,2011
Dafna Maimon,,,video art,,2018,,,,,2014
Kalervo Palsa,Rakastan sinua kuin vierasta sikaa,,object,,1999,,1947,1987,,1967
Antti Minkkinen,"Fauni, perustuu M.P:n työhön",,painting,,2018,,,,,2012
Maija Blåfield,,,video art,,2018,,1973,,,2017
Nandita Kumar,,,object,,2017,,1981,,,2013
Melanie Gilligan,,,video art,,2017,,1979,,,2014
Tiina Mielonen,Kasvi,,painting,,2010,,1974,,,2008
Tuomas A. Laitinen,,,,,2017,,1976,,,2017
Aurora Reinhard,Julio & Lupitá,,video art,,2005,,1975,,,2004
Timo Vaittinen,,,object,,2018,,1976,,,2018
Marge Monko,,,video art,,2018,,1976,,,2015
Juha Mäki-Jussila,Yöjuna,,video art,,2010,,1967,,,
Juha Mäki-Jussila,Yöjuna,,video art,,2010,,1967,,,
Marjatta Hanhijoki,Nissilä,,graphics,,,,1948,,,1977
Leena Luostarinen,Leopardi III,,painting,,,,1949,2013,,1981
Olli Marttila,Nimetön,,graphics,,2018,,1948,,,2006
Ingrid Torvund,Asu teoksesta When I Go Out I Bleed Magic,,object,,2019,,1985,,,2015
Hito Steyerl,,,video art,,2017,,1966,,,2015
Outi Heiskanen,Tulitikku,,graphics,,2018,,1937,,,1992
Stig Baumgartner,Mallitutkielma,,graphics,,2018,,1969,,,1992
Jenni Toikka,Sovitus,,video art,,2009,,1983,,,2009
Markus Heikkerö,Muista kuolevaisuutesi 1,,painting,,2013,,1952,,,2010
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1974
Olli Marttila,Kasvoja,,graphics,,2018,,1948,,,2014
Kalervo Palsa,Lännen viimeinen cowboy,,graphics,,1999,,1947,1987,,1973
Kalervo Palsa,Omakuva (Älä unohda viikatetta ystävä),,graphics,,1999,,1947,1987,,1969
Markus Heikkerö,Ilmailun historiaa,,painting,,2013,,1952,,,1969
Olli Piippo,,,graphics,,2018,,1980,,,2013
Teuri Haarla,värivalokuva,,photography,,2005,,1955,,,1998
Teuri Haarla,värivalokuva,,photography,,2005,,1955,,,2000
