Artist,Title,Medium,Year_acquisition
Juan de Echevarría,Pío Baroja,Painting,1988
Juan de Echevarría,Pampliega,Painting,1988
Juan de Echevarría,Azorín,Painting,1988
Juan de Echevarría,Ramón del Valle-Inclán,Painting,1988
Juan de Echevarría,Retrato de Juanito Negrín (Portrait of Juanito Negrín),Painting,1988
Juan de Echevarría,Mestiza desnuda (Mixed-Race Nude),Painting,1988
Juan de Echevarría,Paco Durrio,Painting,1988
Juan de Echevarría,Familia gitana (Gypsy Family),Painting,1988
Juan de Echevarría,Puente de Ondárroa (Ondárroa Bridge),Painting,1988
Juan de Echevarría,Paisaje (Landscape),Painting,1988
Juan de Echevarría,Unamuno,Painting,1988
Juan de Echevarría,Retrato de Unamuno de pie (Portrait of Unamuno Standing),Painting,1988
Harold E. Edgerton,Diver,Photography,2003
Harold E. Edgerton,Diver Underwater,Photography,2003
Harold E. Edgerton,Acrobats,Photography,2003
Viking Eggeling,Symphonie Diagonale (Diagonal Symphony),Film,2008
William Eggleston,Untitled,Photography,2003
Felipe Ehrenberg,La caída (The Fall),Painting,2016
Felipe Ehrenberg,"La Poubelle, or It's a Sort of Disease II","Action, Video",2016
Felipe Ehrenberg,"La Poubelle. Si os dan papel pautado, escribid por el otro lado (La Poubelle. If They Give You Ruled Paper, Write on the Other Side)","Work on paper, Collage",2016
Felipe Ehrenberg,"La Poubelle. El presente siempre cambia el pasado, pero el pasado siempre cambia el presente (La Poubelle. The Present Always Changes the Past, But the Past Always Changes the Present)","Work on paper, Collage",2016
Hélio Eichbauer,"Projeto cenográfico, 2º e 3º ato: O Rei da Vela (Scenographic Project, 2nd and 3rd Act: The Candle King)",Scenography,
Jerónimo Elespe,O,Painting,2015
Jerónimo Elespe,M.H,Painting,2015
Jerónimo Elespe,Midnight Gardening,Painting,2015
Jerónimo Elespe,Ruined Diary 10,"Work on paper, Drawing",2015
Jerónimo Elespe,Ruined Diary 17,"Work on paper, Drawing",2015
Jerónimo Elespe,Ruined Diary 8,"Work on paper, Drawing",2015
Jerónimo Elespe,Ruined Diary 14,"Work on paper, Drawing",2015
Jerónimo Elespe,Casuals,Painting,2015
Jerónimo Elespe,R.F,Painting,2015
Jerónimo Elespe,Paseos de lexicógrafo 2 (Lexicographer's Wanderings 2),Painting,2015
Olafur Eliasson,We Only Meet When We Move,Installation,2007
Concha Elorza,Santa Casilda. Seeing My Own Death,Photography,2009
Diamela Eltit,Zona de Dolor I (Pain Zone I),Performance,2011
Enric Planasdurà (Enric Planas Durà),Composición (Composition),Painting,1988
Equipo 57,Interactividad Cine I (A-11) (Interactivity Film I [A-11]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (A-18) (Interactivity Film I [A-18]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (C-26) (Interactivity Film I [C-26]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (C-53) (Interactivity Film I [C-53]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (C-60) (Interactivity Film I [C-60]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (C-70) (Interactivity Film I [C-70]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (C-82) (Interactivity Film I [C-82]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (D-7) (Interactivity Film I [D-7]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (D-25) (Interactivity Film I [D-25]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (D-43) (Interactivity Film I [D-43]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (D-86) (Interactivity Film I [D-86]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (D-105) (Interactivity Film I [D-105]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (D-106) (Interactivity Film I [D-106]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (D-126) (Interactivity Film I [D-126]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (D-127) (Interactivity Film I [D-127]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (D-132) (Interactivity Film I [D-132]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (D-133) (Interactivity Film I [D-133]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (E-58) (Interactivity Film I [E-58]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (E-85) (Interactivity Film I [E-85]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (E-104) (Interactivity Film I [E-104]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (E-106) (Interactivity Film I [E-106]),"Work on paper, Drawing",1997
Equipo 57,Film experiencia n.º 1. Base teórica: interactividad del espacio plástico (Film Experience No. 1. Theoretical Foundation: Interactivity of Plastic Space),Film,2010
Equipo 57,Interactividad Cine I (B-34) (Interactivity Film I [B-34]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (C-3) (Interactivity Film I [C-3]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (C-8) (Interactivity Film I [C-8]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (C-13) (Interactivity Film I [C-13]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (C-63) (Interactivity Film I [C-63]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (C-78) (Interactivity Film I [C-78]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (D-111) (Interactivity Film I [D-111]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (D-116) (Interactivity Film I [D-116]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (E-16) (Interactivity Film I [E-16]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (E-23) (Interactivity Film I [E-23]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (E-78) (Interactivity Film I [E-78]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (A-3) (Interactivity Film I [A-3]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (A-8) (Interactivity Film I [A-8]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (A-19) (Interactivity Film I [A-19]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (Interactivity Film I),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (B-1) (Interactivity Film I [B-1]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (B-11) (Interactivity Film I [B-11]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (B-12) (Interactivity Film I [B-12]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (B-18) (Interactivity Film I [B-18]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (B-24) (Interactivity Film I [B-24]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (B-32) (Interactivity Film I [B-32]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (B-49) (Interactivity Film I [B-49]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (C-4) (Interactivity Film I [C-4]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (C-22) (Interactivity Film I [C-22]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (D-3) (Interactivity Film I [D-3]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (D-63) (Interactivity Film I [D-63]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (D-79) (Interactivity Film I [D-79]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (D-95) (Interactivity Film I [D-95]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (D-109) (Interactivity Film I [D-109]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (D-112) (Interactivity Film I [D-112]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (D-118) (Interactivity Film I [D-118]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (E-6) (Interactivity Film I [E-6]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (E-42) (Interactivity Film I [E-42]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (E-45) (Interactivity Film I [E-45]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (E-51) (Interactivity Film I [E-51]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (E-55) (Interactivity Film I [E-55]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (E-57) (Interactivity Film I [E-57]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (E-76) (Interactivity Film I [E-76]),"Work on paper, Drawing",1997
Equipo 57,Interactividad Cine I (E-81) (Interactivity Film I [E-81]),"Work on paper, Drawing",1997
Equipo 57,Sin título (Untitled),Sculpture,2009
Equipo 57,Composición (Composition),Painting,1988
Equipo 57,P. A. 20,Painting,1989
Equipo 57,Sin título. Conjunto de prototipos y maquetas (Untitled. Set of Prototypes and Mockups),Sculpture,2013
Equipo 57,Sin título. Conjunto de prototipos y maquetas (Untitled. Set of Prototypes and Mockups),Sculpture,2013
Equipo 57,Sin título. Conjunto de prototipos y maquetas (Untitled. Set of Prototypes and Mockups),Sculpture,2013
Equipo 57,Sin título. Conjunto de prototipos y maquetas (Untitled. Set of Prototypes and Mockups),Sculpture,2013
Equipo 57,Sin título. Conjunto de prototipos y maquetas (Untitled. Set of Prototypes and Mockups),Sculpture,2013
Equipo 57,Sin título. Conjunto de prototipos y maquetas (Untitled. Set of Prototypes and Mockups),Sculpture,2013
Equipo 57,Tríptico (Triptych),Painting,1988
Equipo 57,Sin título. Conjunto de prototipos y maquetas (Untitled. Set of Prototypes and Mockups),Sculpture,2013
Equipo 57,Sin título. Conjunto de prototipos y maquetas (Untitled. Set of Prototypes and Mockups),Sculpture,2013
Equipo 57,Sin título. Conjunto de prototipos y maquetas (Untitled. Set of Prototypes and Mockups),Sculpture,2013
Equipo 57,Sin título. Conjunto de prototipos y maquetas (Untitled. Set of Prototypes and Mockups),Sculpture,2013
Equipo 57,Sin título. Conjunto de prototipos y maquetas (Untitled. Set of Prototypes and Mockups),Sculpture,2013
Equipo 57,Sin título (Untitled),Sculpture,2013
Equipo 57,Sin título. Conjunto de prototipos y maquetas (Untitled. Set of Prototypes and Mockups),Sculpture,2013
Equipo 57,Silla Erlo (Erlo Chair),,2013
Equipo 57,Sin título. Conjunto de prototipos y maquetas (Untitled. Set of Prototypes and Mockups),Sculpture,2013
Equipo 57,Sin título. Conjunto de prototipos y maquetas (Untitled. Set of Prototypes and Mockups),Sculpture,2013
Equipo 57,Sin título. Conjunto de prototipos y maquetas (Untitled. Set of Prototypes and Mockups),Sculpture,2013
Equipo 57,Sin título. Conjunto de prototipos y maquetas (Untitled. Set of Prototypes and Mockups),Sculpture,2013
Equipo 57,Sin título. Conjunto de prototipos y maquetas (Untitled. Set of Prototypes and Mockups),Sculpture,2013
Equipo 57,Sin título. Conjunto de prototipos y maquetas (Untitled. Set of Prototypes and Mockups),Sculpture,2013
Equipo Crónica,Alta sociedad (High Society),Painting,2012
Equipo Crónica,Deformación profesional (Professional Deformation),Painting,1999
Equipo Crónica,Barroco español (Spanish Baroque),Graphic art,1999
Equipo Crónica,Condecoraciones (Decorations),Graphic art,2010
Equipo Crónica,La cultura de Occidente (Western Culture),Graphic art,1999
Equipo Crónica,El realismo socialista y el Pop Art en el campo de batalla (Socialist Realism and Pop Art in the Battle Field),Painting,2010
Equipo Crónica,Pintar es como golpear (Painting is Like Hitting),Painting,1997
Equipo Crónica,La derrota de Samotracia (The Defeat of Samothrace),Painting,1997
Equipo Crónica,La comida (The Meal),Painting,2005
Equipo Crónica,Espectador de espectadores (Spectator of Spectators),Sculpture,2009
Equipo Crónica,Espectador de espectadores (Spectator of Spectators),Sculpture,2015
Equipo Crónica,Guernica cortado (Guernica Cut Up),Painting,1997
Equipo Crónica,Las peñas (The Clubs),Painting,1997
Equipo Crónica,Paredón II (Wall II),Painting,2000
Equipo Crónica,Orden de operaciones (Order of Operations),Painting,2000
Equipo Crónica,Pinturas Colón (Colón Paints),Sculpture,1997
Equipo Crónica,Pupitre (Desk),Sculpture,1998
Equipo Crónica,Interior con traje nuevo II (Interior with New Suit II),Painting,1988
Equipo Crónica,Interior con traje nuevo I (Interior with New Suit I),Painting,1988
Equipo Crónica,Mr. Cézanne en el carrer Avinyó (Mr. Cézanne on Avinyó Street),Painting,1988
Equipo Crónica,El viejo exiliado II (The Old Exile II),Painting,1995
Equipo Realidad,La divina proporción (Divine Proportion),Painting,2006
Equipo Realidad,"Manolas y toreros (""Manolas"" and Bullfighters)",Graphic art,2010
Equipo Realidad,86 misses en traje de baño (86 Beauty Contestants in Swimwear),Painting,2006
Max Ernst,Oiseaux rouges (Red Birds),Painting,1990
Max Ernst,La belle allemande (The Beautiful German Woman),Sculpture,1995
Paz Errázuriz,Evelyn. La Manzana de Adán (Evelyn. Adam's Apple),Photography,1987
Paz Errázuriz,Mujer (Woman),Photography,1987
Paz Errázuriz,Miss Piggy,Photography,1987
Paz Errázuriz,Malabaristas (Jugglers),Photography,1987
Paz Errázuriz,Evelyn. La Manzana de Adán (Evelyn. Adam's Apple),Photography,1987
Paz Errázuriz,Bar La Sirena. Chiloé (La Sirena Bar. Chiloé),Photography,1987
Paz Errázuriz,"Cementerio General, Santiago (General Cemetery, Santiago)",Photography,1987
Paz Errázuriz,La manzana de Adán (Adam's Apple),Photography,2019
Erró (Gudmundur Gudmundsson),Les vainqueurs de Leningrad supportés par le monstre daltonien Matisse (The Victors of Leningrad supported by the Colour-Blind Monster Matisse),Painting,2010
Elliott Erwitt,North Carolina,Photography,2003
Elliott Erwitt,"Valencia, Spain",Photography,2003
Elliott Erwitt,Provence,Photography,2003
Elliott Erwitt,"Madrid, Museo del Prado",Photography,2003
Pepe Espaliú,Santos V (Saints V),Sculpture,1997
Pepe Espaliú,Santos IV (Saints IV),Sculpture,1997
Pepe Espaliú,Santos VII (Saints VII),Sculpture,1997
Pepe Espaliú,Santos X (Saints X),Sculpture,1995
Pepe Espaliú,Sin título (Untitled),Sculpture,1995
Pepe Espaliú,Carrying XI,Sculpture,1997
Pepe Espaliú,Sin título (Tres jaulas) (Untitled [Three Cages]),"Sculpture, Installation",1995
Pepe Espaliú,Sin título (Untitled),"Work on paper, Drawing, Work on paper, Collage",2007
Pepe Espaliú,Sin título (Untitled),"Work on paper, Drawing",2007
Pepe Espaliú,Sin título (Untitled),"Work on paper, Drawing",2007
Pepe Espaliú,Sin título (Untitled),"Work on paper, Drawing",2007
Pepe Espaliú,Sin título (Untitled),"Work on paper, Drawing",2007
Pepe Espaliú,Sin título (Untitled),"Work on paper, Drawing, Work on paper, Collage",2007
Pepe Espaliú,Sin título (Untitled),"Work on paper, Drawing",2007
Pepe Espaliú,Sin título (Untitled),"Work on paper, Drawing",2007
Pepe Espaliú,Sin título (Untitled),"Work on paper, Drawing",2007
Pepe Espaliú,Sin título (Untitled),"Work on paper, Drawing",2007
José Espert Arcos,Escuela Provincial de Puericultura de Valencia (The Provincial Childcare School of Valencia),Graphic art,2009
Patricia Esquivias,Folklore #1,Video,2008
Patricia Esquivias,Natures at the Hand,Video,2018
Patricia Esquivias,Folklore #2,Video,2008
Patricia Esquivias,Folklore #4,"Installation, Video",2009
Patricia Esquivias,Folklore #3,Video,2018
Patricia Esquivias,Murales de cerámica realizados por Manuel S. Molezún y Amadeo Gabino en 1958 (Ceramic Murals Made by Manuel S. Molezún and Amadeo Gabino in 1958),Photography,2018
Patricia Esquivias,El pueblo español tiene un camino que conduce a una estrella (The Spanish People Have a Path that Leads to a Star),Installation,2018
Patricia Esquivias,111-119 Generalísimo/Castellana,Video,2018
Barbara Ess,Untitled,Photography,2003
Estampa Popular de Madrid,Miguel Hernández. Estampa Popular de Madrid,Graphic art,2010
Estampa Popular de Valencia,Cartel de Estampa Popular de Valencia (A Poster by Estampa Popular Valencia),Graphic art,2011
Estampa Popular de Valencia,Hoja volandera de Estampa Popular de Valencia (Flyer from Estampa Popular Valencia),Graphic art,2011
Estampa Popular de Valencia,Homenatge a Antonio Machado (Homage to Antonio Machado). Sevilla 1875 - Coillure 1939. Estampa popular de Valencia,Graphic art,2011
Estampa Popular de Valencia,Esta es su vida. El mundo en que vivimos. 1965 (This Is Your Life. The World We Live In. 1965),Graphic art,2010
Estampa Popular de Valencia,Mirant València (Looking at Valencia),Graphic art,2011
Estampa Popular de Valencia,"Cartelera Turia, n.º 145",Graphic art,2018
Estampa Popular,Cartel de la exposición «Grabados de Estampa Popular». Club Pueblo (Exhibition Poster “Estampa Popular Prints”. Club Pueblo),Graphic art,2011
Estampa Popular,"Cartel/folleto de la exposición «Estampa Popular». Galería Antonio Machado (Exhibition Poster/Brochure ""Estampa Popular"". Galería Antonio Machado)",Graphic art,2011
Estampa Popular,"Cartel de la exposición «Estampa Popular». Ramón Sala de Arte (Exhibition Poster ""Estampa Popular"". Ramón Sala de Arte)",Graphic art,2011
Estampa Popular,Cartel de la exposición «Estampa Popular». Casa del Pueblo de Tetuán (Exhibition Poster “Estampa Popular”. Casa del Pueblo de Tetuán),Graphic art,2011
Estampa Popular,Cartel de la exposición «Estampa Popular». Sala de Arte de la Casa de Campo (Exhibition Poster “Estampa Popular”. Sala de Arte de la Casa de Campo),Graphic art,2011
'Toto' Estirado (José Antonio Estirado),Sin título (Untitled),"Work on paper, Drawing",2011
'Toto' Estirado (José Antonio Estirado),The Memorial,"Work on paper, Drawing",2011
'Toto' Estirado (José Antonio Estirado),Sin título (Jeroglífico maldito) (Untitled [Cursed Hieroglyph]),"Work on paper, Drawing",2011
'Toto' Estirado (José Antonio Estirado),Fe ciega (Blind Faith),"Work on paper, Drawing",2011
'Toto' Estirado (José Antonio Estirado),Remolino en el río (Eddy in the River),"Work on paper, Drawing",2011
'Toto' Estirado (José Antonio Estirado),Resaca y lluvia (Undercurrent and Rain),"Work on paper, Drawing",2011
'Toto' Estirado (José Antonio Estirado),Sin título (A.W. Faber) (Untitled [A.W.Faber]),"Work on paper, Drawing",2011
'Toto' Estirado (José Antonio Estirado),Sin título (Jeroglífico) (Untitled [Hieroglyph]),"Work on paper, Drawing",2011
'Toto' Estirado (José Antonio Estirado),Caballo galopando en el ocaso (Horse at a Gallop at Sunset),"Work on paper, Drawing",2011
Adolfo Estrada,Pintura 0356 (Painting 0356),Painting,2006
Alexandre Estrela,Pockets of Silence,"Video, Installation",2018
Alexandre Estrela,Vidro Duplo (Double Glass),Video,2018
Estrujenbank,Japonízate (Japanese Yourself),Painting,2009
Estrujenbank,"Vista de Carabanchel, Madrid (Carabanchel View, Madrid)",Graphic art,1996
Henri Etienne-Martin,Portrait de Claude (Portrait of Claudia),Sculpture,1988
Jon Mikel Euba,Sin título (Untitled),Graphic art,2015
Jon Mikel Euba,Sin título (Untitled),Graphic art,2015
Jon Mikel Euba,Sin título (Untitled),Graphic art,2015
Jon Mikel Euba,One and Three Boxes,Installation,2008
Jon Mikel Euba,VLZQZ volumen 1 en dos / volumen 2 en cuatro (VLZQZ Volume 1 in Two / Volume 2 in Four),Graphic art,2015
Jon Mikel Euba,Aproximación Utrecht (Approximation Utrecht),Graphic art,2008
Jon Mikel Euba,Velázquez,Graphic art,2008
Jon Mikel Euba,VLZQZ volumen 6 en cuatro (VLZQZ volume 6 in Four),Graphic art,2015
Jon Mikel Euba,Breda IV en dos (Dos líneas de desarrollo divergentes) (Breda IV in Two [Two Lines of Divergent Development]),Graphic art,2015
Frederick Henry Evans,Ely Cathedral: A Memory of the Normans,Photography,2005
Frederick Henry Evans,Ely Cathedral: Across Nave and Octagon,Photography,2005
Frederick Henry Evans,York Minster: “In Sure and Certain Hope”,Photography,2005
Frederick Henry Evans,Height and Light in Bourges Cathedral,Photography,2005
Walker Evans,Untitled (Industrial Architecture),Photography,2014
Walker Evans,New York State Farm Interior,Photography,2003
Walker Evans,"Shoe Sign Stand, Mississippi",Photography,2014
Walker Evans,"Untitled (Independence Day, Terra Alta, West Virginia)",Photography,2014
Walker Evans,"Untitled (Sidewalk in Vicksburg, Mississippi)",Photography,2014
Walker Evans,"Untitled (Men Seated in Front of Coca-Cola Sign, Mississippi)",Photography,2014
Walker Evans,Portrait of James Agee,Photography,2003
Walker Evans,"Untitled (Subway Passengers, New York)",Photography,2014
Walker Evans,"Untitled (Subway Passengers, New York)",Photography,2014
Walker Evans,"Untitled (Subway Passengers, New York)",Photography,2014
Walker Evans,"Untitled (Subway Passengers, New York)",Photography,2014
Walker Evans,"Untitled (Bedroom, Biloxi, Mississippi)",Photography,2014
Walker Evans,Untitled (Trash Picture),Photography,2014
Walker Evans,"The Home Organ, Nova Scotia, Canada",Photography,2014
Marcelo Expósito,"Los demonios familiares: Tierra prometida, Los libros por las piedras, Combat del somni (Familiar Demons: Promised Land, Books Among the Stones, Dream Combat)",Video,2013
Marcelo Expósito,No haber olvidado nada (To Have Forgotten Nothing),Video,2013
Marcelo Expósito,Primero de mayo (la ciudad-fábrica) (First of May [The City-Factory]),Video,2013
Marcelo Expósito,La imaginación radical (carnavales de resistencia) (The Radical Imagination [Carnivals of Resistance]),Video,2013
Marcelo Expósito,Frivolidad táctica + Ritmos de resistencia (Tactical Frivolity + Rhythms of Resistance),Video,2013
Marcelo Expósito,No reconciliados (nadie sabe lo que un cuerpo puede) (Not Reconciled [Nobody Knows What a Body Can Do]),Video,2013
Marcelo Expósito,143.353 (los ojos no quieren estar siempre cerrados) (143.353 [The Eyes that Don’t Always Want to Be Closed]),Video,2013
Will Faber Zietz,Composición 3257 (Composition 3257),Painting,1988
Jan Fabre,Theezakjes Kamer (Tea Bags Room),Sculpture,2007
Jan Fabre,Castle Tivoli,Photography,1994
Luciano Fabro,Vetro di Murano e seta indiana (Piede di vetro) (Murano Glass and Pure Silk Indiana [Glass Foot]),Sculpture,2011
Luciano Fabro,Ogni ordine è contemporaneo d’ogni altro ordine. Quattro modi di esaminare la facciata del SS. Redentore a Venezia (Palladio) (Every order is contemporaneous with every other order. Four ways of studying the façade of the Church of the Redentore in Venice [Palladio]),Graphic art,2012
Sara Facio,S/T (Humanario) (No Title [Humanario]),Photography,2016
Sara Facio,S/T (Humanario) (No Title [Humanario]),Photography,2016
Sara Facio,S/T (Humanario) (No Title [Humanario]),Photography,2016
Sara Facio,S/T (Humanario) (No Title [Humanario]),Photography,2016
Öyvind Fahlström,Opera,"Work on paper, Drawing",2011
Öyvind Fahlström,I Feel As If I Had Invented War,"Work on paper, Collage, Painting",2018
Öyvind Fahlström,Mao-Hope March,"Film, Performance",2009
Öyvind Fahlström,Eddie (Sylvie's Brother) in the Desert,Graphic art,2018
Öyvind Fahlström,"Life-Curve No. I, Ian Fleming",Painting,2008
Öyvind Fahlström,Column No. 1 (Wonder Bread),Graphic art,2018
Öyvind Fahlström,"Notes 7 (""Gook""- Masks)","Work on paper, Graphic material",2018
Patrick Faigenbaum,"Atelier de couture, école pour adultes, La Mina (Sewing Workshop, Adult School, La Mina)",Photography,2017
Patrick Faigenbaum,"Vila Olímpica, Barcelone (Olympic Village, Barcelona)",Photography,2017
Patrick Faigenbaum,"La Centrale thermique, le nouveau port en construction, Sant Adrià (The Thermal Power Plant, the New Port Under Construction, Sant Adrià)",Photography,2017
Patrick Faigenbaum,Sortie du métro Glorias (Glorias Tube Exit),Photography,2017
Patrick Faigenbaum,"Monsieur Gil, Sud-Ouest du Besòs (Mister Gil, Southwest of the Besòs)",Photography,2017
Patrick Faigenbaum,Le nouveau Diagonal Mar en construction (The New Diagonal Mar Under Construction),Photography,2017
Patrick Faigenbaum,"Carlos Díaz. Ancien directeur du lycée, (à) l'Institut Barri Besòs (Carlos Díaz. Former Secondary School Headmaster, [at] the Institut Barri Besòs)",Photography,2017
Patrick Faigenbaum,La rampe du marché hebdomadaire du Besòs (Banister to a Weekly Market at Besòs),Photography,2017
Farinyes (Salvador Fariñas López),El profesor León. 4 maravillas de la magia mental (The Lion Teacher. 4 Marvels of Mental Magic),Graphic art,2019
Farinyes (Salvador Fariñas López),Ben Amhus. El cerebro electrónico (Ben Amhus. The Electronic Brain),Graphic art,2019
Harun Farocki,Der Ausdruck der Hände (The Expression of Hands),Video,2015
Harun Farocki,Arbeiter verlassen die Fabrik (Workers Leaving the Factory in Eleven Decades),"Installation, Video",2009
Harun Farocki,Arbeiter Verlassen ihren Arbeitsplatz (Workers Leaving their Workplace),"Video, Installation",2017
Francisco Farreras,Forma (Shape),Painting,1988
Francisco Farreras,Cuadro n.º 34 (Picture No. 34),Painting,2001
Francisco Farreras,Composición (Composition),Painting,1988
Francisco Farreras,Cuenca,Painting,1988
Jean Fautrier,L'arbre vert (The Green Tree),Painting,2005
,,,
Jean Fautrier,Nature morte (Les Pommes à cidre) (Still Life [Cider Apples]),Painting,2015
Jean Fautrier,L'Alleluiah. Catéchisme de Dianus (Hallelujah. Catechism of Dianus),Graphic art,2008
Helmut Federle,"Untitled (Drei Formen 1/4, 1/8, 1/16 3 Fassung) (Untitled [3 Shapes 1/4, 1/8, 1/6 3rd Version])",Painting,2001
Luis Feito,Pintura (Painting),Painting,1988
Luis Feito,No. 179,Painting,1997
Luis Feito,Pintura 609 A (Painting 609 A),Painting,1988
Luis Feito,Pintura 611 (Painting 611),Painting,1988
Hans-Peter Feldmann,"Time Series, Window Cleaner",Photography,2009
Hans-Peter Feldmann,Shadow Play,Installation,2010
Felipe Boso,Poemas Concretos (Concrete Poems),Graphic art,2019
Roberto Fernández Balbuena,Laboratorio (Laboratory),Painting,2005
Roberto Fernández Balbuena,Mujer azul (Blue Woman),Painting,2005
Roberto Fernández Balbuena,Bodegón (Still Life),Painting,2005
Roberto Fernández Balbuena,Desnudo (Nude),Painting,2005
Roberto Fernández Balbuena,Desnudo de Pittsburg (Pittsburg Nude),Painting,2005
Roberto Fernández Balbuena,Sardineras (Sardine Sellers),Painting,2005
Roberto Fernández Balbuena,Paisaje (Landscape),Painting,2005
Roberto Fernández Balbuena,En el claustro (In the Cloister),Painting,1988
Roberto Fernández Balbuena,Autorretrato (Self-Portrait),Painting,2005
Roberto Fernández Balbuena,En el campo (In the Countryside),Painting,2005
Roberto Fernández Balbuena,Bodegón (Still Life),Painting,2005
Roberto Fernández Balbuena,Mesa de café (Table at a Café),Painting,2005
Roberto Fernández Balbuena,Morucha,Painting,2005
Roberto Fernández Balbuena,Desnudos luz sombra (Nudes Light Shadow),Painting,2005
Roberto Fernández Balbuena,Desnudo (Nude),Painting,1988
José Luis Fernández del Amo,"Cañada del Agra, Hellín, Albacete",Architecture,
Luis Fernández,Abstraction,Painting,1997
Luis Fernández,Retrato (Portrait),Painting,1995
Luis Fernández,Sorcière (Witch),Painting,1995
Luis Fernández,Calme (Fillette endormie) (Calm [Drowsy Girl]),Painting,2001
Luis Fernández,La lidia (The Bullfight),"Work on paper, Drawing",2003
Luis Fernández,Cabeza de res con manzanas (Ram Head with Apples),Painting,1995
Luis Fernández,L'immense bouche (The Immense Mouth),Painting,1997
Luis Fernández,Pintura erótica (Erotic Painting),Painting,2014
Luis Fernández,Tête de veau (Head of a Calf),Painting,1997
Luis Fernández,Paysage (Landscape),Painting,2003
Luis Fernández,Nature morte (Still Life),Painting,2007
Luis Fernández,Crâne (Cranium),Painting,1997
Luis Fernández,Nature morte (Still Life),Painting,1997
Luis Fernández,Nature morte au couteau (Still Life with Knife),Painting,1997
Luis Fernández,La rosa (The Rose),"Work on paper, Drawing",1995
Luis Fernández,Deux pigeons (Two Doves),"Work on paper, Drawing",1997
Luis Fernández,Crâne et bougies (Cranium and Candles),Painting,1997
Luis Fernández,Le crâne (The Cranium),"Work on paper, Drawing",1995
