Artist,Title,Medium,Year_acquisition
Pablo Sycet,Otro camino de perfección (Another Road to Perfection),"Work on paper, Drawing",2012
Taller NN,NN Perú (Carpeta Negra) (NN Peru [The Black Folder]),Graphic art,2017
Taller de Gráfica (Centro Cultural Tallersol),Resucitarán en cada cristiano que se una a la lucha del pueblo (They Will Rise in Each Christian that Joins the People’s Fight),Graphic art,2018
Taller de Gráfica Popular,Estampas de la Revolución mexicana (Prints of the Mexican Revolution),Graphic art,2016
Yves Tanguy,Belomancie I (Belomancy I),Painting,1989
Dorothea Tanning,Les 7 périls spectraux (The 7 Spectral Dangers),Graphic art,2018
Dorothea Tanning,Mêmes les jeunes filles (Even the Young Girls),Painting,2018
Dorothea Tanning,Étreinte (Embrace),Sculpture,2018
Dorothea Tanning,Hotel,"Work on paper, Collage",2018
Antoni Tàpies,Figura de paper de diari i fils (Newspaper and Threads Figure),"Work on paper, Collage",2011
Antoni Tàpies,Gat i piràmides (Cat and Pyramids),"Work on paper, Drawing",1997
Antoni Tàpies,Personatge (Personage),"Work on paper, Drawing",1997
Antoni Tàpies,Homes i cavalls (Men and Horses),"Work on paper, Drawing",2016
Antoni Tàpies,Pintura (Painting),Painting,1988
Antoni Tàpies,Marró amb ditades laterals Nº LXIII (Brown with Lateral Fingerprints No. LXIII),Painting,2005
Antoni Tàpies,Superposition de matière grise (Superimposition of Grey Matter),Painting,
Antoni Tàpies,Blau amb quatre barres roges (Blue with Four Red Stripes),Painting,2008
Antoni Tàpies,Construcció amb línia diagonal (Construction with Diagonal Line),Painting,1994
Antoni Tàpies,Deux taches sur blanc (Two Spots on White),Painting,2003
Antoni Tàpies,Tres grans arrencaments (Three Large Rips),Painting,1997
Antoni Tàpies,Gran llençol (Large Sheet),Painting,
Antoni Tàpies,Palla premsada a l'X (Pressed Hay in an X),Painting,1988
Antoni Tàpies,Tabouret au papier mâché (Papier Mache Stool),Sculpture,2003
Antoni Tàpies,Assemblage i graffiti (Assemblage and Graffiti),Painting,1997
Antoni Tàpies,Gran llit-porta (Large Bed-Door),Painting,1997
Antoni Tàpies,Matèria i drap sobre cartó (Material and Rag on Cardboard),Painting,1988
Antoni Tàpies,L'escala (The Ladder),Painting,1992
Antoni Tàpies,Esperit català II (Catalonian Spirit II),Graphic art,1988
Antoni Tàpies,Gran marró i fusta (Large Brown and Wood),Painting,
Antoni Tàpies,Emprentes sobre cartró (Prints on Cardboard),Painting,1988
Antoni Tàpies,Sin título (Panel indicativo realizado por Tàpies con motivo de su exposición antológica celebrada en el M.E.A.C en 1980) (Untitled [Indicative board made by Tàpies on the occasion of his anthological exhibition in M.E.A.C. in 1980]),Painting,1988
Antoni Tàpies,Blau i dues creus (Blue and Two Crosses),Painting,1997
Antoni Tàpies,Sin título (Untitled),"Work on paper, Drawing",1988
Antoni Tàpies,Homenaje a Miró (Homage to Miró),"Work on paper, Drawing",1988
Antoni Tàpies,Gran vernís sobre fusta (Large Varnish on Wood),Painting,1997
Antoni Tàpies,Set cadires (Seven Chairs),Painting,1997
Antoni Tàpies,Cartel anunciador de Europalia 85 (Poster Announcing Europalia 85),"Work on paper, Drawing",1988
Antoni Tàpies,Nu i signes blancs (Nude and White Signs),Painting,1988
Antoni Tàpies,Vertical amb cal.ligrafia (Vertical with Caligraphy),Painting,2003
Antoni Tàpies,Campana (Bell),Sculpture,1995
Antoni Tàpies,La bota y el calcetín (The Boot and the Sock),"Work on paper, Drawing",2000
Antoni Tàpies,Gran llibre (Large  Book),Painting,1995
Antoni Tàpies,Gran díptic sobre fusta (Large Diptych on Wood),Painting,1995
Antoni Tàpies,Mur (Wall),Sculpture,2001
Antoni Tàpies,Díptic de la creu (Cross Diptych),Painting,1995
Antoni Tàpies,Estora (Straw Mat),Painting,2014
Jordi Teixidor,Día tras día (Day After Day),Painting,2011
Jordi Teixidor,Pintura 261 (Painting 261),Painting,1997
Jordi Teixidor,Pintura 262 (Painting 262),Painting,1997
Jordi Teixidor,Sin título (Untitled),Painting,1997
Jordi Teixidor,Sin título (Untitled),Painting,1997
Jordi Teixidor,Sin título (Untitled),Painting,1997
Jordi Teixidor,Sin título (Untitled),Painting,1997
Jordi Teixidor,El día después de mi muerte I (The Day After My Death I),Painting,1997
Jordi Teixidor,El día después de mi muerte II (The Day After My Death II),Painting,1997
Jordi Teixidor,La espera (The Wait),Painting,1997
Delhy Tejero,Labradora de Toro (Mujer con guindas) (Peasant Woman from Toro [Woman with Cherries]),Painting,1988
Delhy Tejero,Moras (Moor Women),"Work on paper, Drawing",1988
Delhy Tejero,Composición abstracta (Abstract Composition),Painting,1988
Delhy Tejero,Castillo de Toro (Toro Castle),Painting,1988
Julián de Tellaeche,Marina-Costa Vasca (Seascape-Basque Coast),Painting,1988
Julián de Tellaeche,Mujeres de la costa vasca (Women from the Basque Coast),Painting,1988
Javier Téllez,A Season in Hell,"Graphic art, Photography",2019
Gonzalo Tena,Pintura (Painting),Painting,2011
Gonzalo Tena,Sin título (Untitled),Painting,1988
Gonzalo Tena,Anoche (Last Night),Painting,1988
Ricard Terré,S/T (Actuación de La Chunga) (No Title [Performance by La Chunga]),Photography,2005
Ricard Terré,No Title,Photography,2018
Ricard Terré,No Title,Photography,2018
Ricard Terré,Autorretrato (Self-Portrait),Photography,2018
Ricard Terré,"Viejo de las estampas. Barcelona (Old Man of the Pictures, Barcelona)",Photography,2018
Ricard Terré,S/T (Actuación de La Chunga) (No Title [Performance by La Chunga]),Photography,2005
Ricard Terré,S/T (Actuación de La Chunga) (No Title [Performance by La Chunga]),Photography,2005
Ricard Terré,S/T (Actuación de La Chunga) (No Title [Performance by La Chunga]),Photography,2005
Ricard Terré,S/T (Actuación de La Chunga) (No Title [Performance by La Chunga]),Photography,2005
Ricard Terré,S/T (Actuación de La Chunga) (No Title [Performance by La Chunga]),Photography,2005
Ricard Terré,S/T (Actuación de La Chunga) (No Title [Performance by La Chunga]),Photography,2005
Ricard Terré,S/T (Actuación de La Chunga) (No Title [Performance by La Chunga]),Photography,2005
Ricard Terré,S/T (Actuación de La Chunga) (No Title [Performance by La Chunga]),Photography,2005
Ricard Terré,S/T (Actuación de La Chunga) (No Title [Performance by La Chunga]),Photography,2005
Ricard Terré,"Semana Santa, Barcelona (Holy Week, Barcelona)",Photography,2009
Ricard Terré,"Semana Santa, Barcelona (Holy Week, Barcelona)",Photography,2009
Ricard Terré,No Title,Photography,2018
Ricard Terré,Santa Marta de Ribarteme,Photography,2020
Ricard Terré,Santa Marta de Ribarteme,Photography,2020
Ricard Terré,Santa Marta de Ribarteme,Photography,2020
Ricard Terré,Santa Marta de Ribarteme,Photography,2020
Ricard Terré,Santa Marta de Ribarteme,Photography,2020
Ricard Terré,Santa Marta de Ribarteme,Photography,2020
Ricard Terré,Santa Marta de Ribarteme,Photography,2020
Ricard Terré,Santa Marta de Ribarteme,Photography,2020
Ricard Terré,Santa Marta de Ribarteme,Photography,2020
Ricard Terré,Santa Marta de Ribarteme,Photography,2020
Ricard Terré,Santa Marta de Ribarteme,Photography,2020
Ricard Terré,No Title,Photography,2009
Ricard Terré,No Title,Photography,2009
Juan José Tharrats,Maculatura 2 (Maculature 2),Painting,1988
Juan José Tharrats,Maculatura 1 (Maculature 1),Painting,1988
Juan José Tharrats,Composición (Composition),"Work on paper, Drawing",1988
The Kitchen,Two Moon July,"Video, Performance",2013
Bert Theis,Utopian City,,2017
Frank Thiel,Stadt 9/07 (Berlin),Photography,2001
Frank Thiel,Kosmos #04,Photography,2015
Frank Thiel,Stadt 12/48 (Berlin),Photography,2007
Jeanne Thil,Gitanilla (Little Gypsy Girl),Painting,1988
Jean Tinguely,Méta-Malévich (Meta-Malevich),Sculpture,2008
Jean Tinguely,Sans Titre (serie Sculpture Relief) (Untitled [Sculpture Relief series]),Sculpture,2016
Mark Tobey,Sin título (Untitled),Painting,1997
Josep de Togores,Paisatge (Landscape),Painting,1997
Josep de Togores,Le repos (Rest),"Work on paper, Drawing",1997
Josep de Togores,Couple à la plage (Couple on the Beach),Painting,1988
Josep de Togores,Jeune fille au débout (Young Girl Standing),"Work on paper, Drawing",1997
Josep de Togores,Composición (Composition),Painting,1995
Josep de Togores,Choses (Things),Painting,1995
Josep de Togores,Formes (Forms),Painting,1995
Joan Antoni Toledo Mansanet,Miguel Hernández,Graphic art,2010
Josefa Tolrà,Planetas que circundan al sol (Planets that Circle the Sun),"Work on paper, Drawing",2017
Josefa Tolrà,Puente chino (Chinese Bridge),"Work on paper, Drawing",2017
Josefa Tolrà,Personajes (Personages),"Work on paper, Drawing",2017
Josefa Tolrà,Personajes y animales (Personages and Animals),"Work on paper, Drawing",2017
Josefa Tolrà,Castillo provincial de los pasos del Elba (Provincial Castle of Pasos de Elba),"Work on paper, Drawing",2017
Josefa Tolrà,El camino de la Verdá (The Way of Truth),"Work on paper, Drawing",2017
Josefa Tolrà,Inspiración (Inspiration),"Work on paper, Drawing",2017
Josefa Tolrà,El más hermoso poema cristiano (The Most Beautiful Christian Poem),"Work on paper, Drawing",2017
Josefa Tolrà,Figura (Figure),"Work on paper, Drawing",2017
Josefa Tolrà,Maestro. La inteligencia (Master. Intelligence),"Work on paper, Drawing",2017
Josefa Tolrà,Gran camino fluídico (Great Fluid Path),"Work on paper, Drawing",2017
Josefa Tolrà,Personaje con peineta y mantilla (Personage with Ornamental Comb and Mantilla),"Work on paper, Drawing",2017
Josefa Tolrà,Dibujo en que está marcada la fuerza fluídica (Drawing In Which the Fluid Force Is Marked),"Work on paper, Drawing",2017
Josefa Tolrà,"Castillo de los grandes condados alemanes, años 789 (Castle of the Great German Cantons, years 789)","Work on paper, Drawing",2017
Josefa Tolrà,Anadiomena se aparece en un río a Vulcano (Anadyomene Appears Before Vulcan in a River),"Work on paper, Drawing",2017
Josefa Tolrà,Caballero y musa amada (Gentleman and Beloved Muse),"Work on paper, Drawing",2017
Josefa Tolrà,Genio astral-planeta Tierra (Astral Genius-Planet Earth),"Work on paper, Drawing",2017
Josefa Tolrà,El gran genio llegando a la tierra prometida (The Great Genius Arriving in the Promised Land),"Work on paper, Drawing",2017
Josefa Tolrà,La gran teósofa (The Great Theosophist),"Work on paper, Drawing",2017
Josefa Tolrà,Paisaje marino. Costas de Noruega (Seascape. Norwegian Coasts),"Work on paper, Drawing",2017
Josefa Tolrà,Figura románica: la Esfinge (Romanesque Figure: The Sphinx),"Work on paper, Drawing",2017
Josefa Tolrà,Dibujo fuerza fluídica (Fluid Force Drawing),"Work on paper, Drawing",2017
Josefa Tolrà,Dibujo fuerza fluídica (Fluid Force Drawing),"Work on paper, Drawing",2017
Josefa Tolrà,Los seres que habitan (The Beings That Inhabit),"Work on paper, Drawing",2017
Josefa Tolrà,Genio (Genius),"Work on paper, Drawing",2017
Josefa Tolrà,Adán y Eva (Adam and Eve),"Work on paper, Drawing",2017
Josefa Tolrà,Virgen del misionero (The Missionary's Virgin),"Work on paper, Drawing",2017
Josefa Tolrà,La Diosa del fuego (The Goddess of Fire),"Work on paper, Drawing",2017
Luis Tomasello,Peinture cinétique (Kinetic Painting),Painting,2012
Luis Tomasello,Peinture cinétique N° 7 (Kinetic Painting No. 7),Painting,2012
Luis Tomasello,Atmósfera cromoplástica n.º 358 (Chromoplastic Atmosphere No. 358),Painting,1988
Luis Tomasello,Atmosphére chromoplastique Nº 413 (Chromoplastic Atmosphere No. 413),Painting,2013
Luis Tomasello,Objet plastique N° 465 (Plastic Object No. 465),Painting,2012
Luis Tomasello,Atmosphère chromoplastique N° 542 (Chromoplastic Atmosphere No. 542),Painting,2012
Ana Torfs,TXT (Engine of Wandering Words),Installation,2019
Gustavo Torner,Muro enyesado (Plastering Wall),Photography,2003
Gustavo Torner,Muro encalado (Whitewashing Wall),Photography,2003
Gustavo Torner,Madera vieja (Old Wood),Photography,2003
Gustavo Torner,Roca con grietas (Rock with Cracks),Photography,2003
Gustavo Torner,Roca arrugada (Lined Rock),Photography,2003
Gustavo Torner,Roca finamente agrietada (Finely Cracked Rock),Photography,2003
Gustavo Torner,Roca con agujeros (Rock with Holes),Photography,2003
Gustavo Torner,Toza de pino (Piece of Pine Bark),Photography,2003
Gustavo Torner,Roca partida con líquenes (Broken Rock with Lichens),Photography,2003
Gustavo Torner,Roca con grietas finas (Rock with Fine Cracks),Photography,2003
Gustavo Torner,Piedra con líquenes blancos y negros (Stone with Black and White Lichens),Photography,2003
Gustavo Torner,Álamo con inscripciones (Poplar with Inscriptions),Photography,2003
Gustavo Torner,Tronco (Trunk),Photography,2003
Gustavo Torner,Roca muy agrietada (Very Cracked Rock),Photography,2003
Gustavo Torner,Tronco con líquenes (Trunk with Lichens),Photography,2003
Gustavo Torner,Roca con líquenes (Rock with Lichens),Photography,2003
Gustavo Torner,Bodegón del cesto (Still Life with Basket),Painting,2000
Gustavo Torner,Bodegón de las acelgas (Still Life with Chard),Painting,2000
Gustavo Torner,Catedral (Cathedral),Painting,2000
Gustavo Torner,"Amarillentos, con zona negra (Yellowish, with Black Area)",Painting,1999
Gustavo Torner,Roca o Paisaje de una roca (Rock or Landscape with Rock),Painting,2000
Gustavo Torner,Marrón jugoso (Juicy Brown),Painting,2000
Gustavo Torner,Firmamento-tierra (Firmament-Earth),Painting,2000
Gustavo Torner,Rodeno (Sandstone),Painting,2000
Gustavo Torner,Sin título (Untitled),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Drawing",2003
Gustavo Torner,Erupción-caída / Tierras y Grises (Eruption-Fall / Earthies and Greys),Painting,2000
Gustavo Torner,"Negros, azules, rosas y otros (Blacks, Blues, Pinks and Others)",Painting,2000
Gustavo Torner,Negro (Black),Painting,2000
Gustavo Torner,Rosáceo (Pinkish),Painting,2000
Gustavo Torner,"Como la tempestad o marrones, blancos y raíces (Like the Storm or Browns, Whites and Roots)",Painting,2000
Gustavo Torner,"Tierras rojas, verde oliva (Earthy Reds, Olive Green)",Painting,2000
Gustavo Torner,Casi paisaje (Almost Landscape),Painting,1997
Gustavo Torner,Blanco-gris (Variación sobre dos texturas n.º 17) (White-Grey [Variation on Two Textures No. 17]),Painting,1999
Gustavo Torner,Negro-Apergaminado verdoso (Greenish Black-Parchment),Painting,1999
Gustavo Torner,Blanco-verde oscuro (White-Dark Green),Painting,2000
Gustavo Torner,Azul-Marrón (Blue-Brown),Painting,2000
Gustavo Torner,Blancuzcos fríos (Cold Off-Whites),Painting,1997
Gustavo Torner,Blancos (Whites),Painting,1999
Gustavo Torner,Composición (Composition),Painting,1988
Gustavo Torner,Ocre-chatarra oxidada (Ochre-Rusty Scrap Metal),Painting,2000
Gustavo Torner,Casi negro (Almost Black),Painting,2000
Gustavo Torner,Amarillo y amarillentos verdosos (Yellow and Greenish Yellowish Tones),"Work on paper, Collage",2003
Gustavo Torner,La noche oscura (The Dark Night),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Drawing",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Drawing",2003
Gustavo Torner,Papel arrugado bajo rectángulo azul (Wrinkled Paper Under Blue Rectangle),"Work on paper, Collage",2003
Gustavo Torner,Descubre la hora (Discover the Time),"Work on paper, Collage",2003
Gustavo Torner,Todo establecido (Everything Established),"Work on paper, Collage",2003
Gustavo Torner,"Rojo, con circunferencia roja (Red, with Red Circumference)","Work on paper, Collage",2003
Gustavo Torner,Oro aparece bajo amarillentos (Gold Appears Under Yellowish Tones),"Work on paper, Collage",2003
Gustavo Torner,Gris roto con circunferencia (Off-Grey with Circumference),Painting,2000
Gustavo Torner,Collage,"Work on paper, Collage",2003
Gustavo Torner,Relojfósil (Watchfossil),Painting,1999
Gustavo Torner,Disputa racional (Rational Dispute),"Work on paper, Collage",2003
Gustavo Torner,Mundo amoroso (Loving World),"Work on paper, Collage",2003
Gustavo Torner,Acoso racional (Rational Harassment),"Work on paper, Collage",2003
Gustavo Torner,"Rosa oscuro, con recta torcida (Dark Pink, with Twisted Line)",Painting,2000
Gustavo Torner,"Amarillento, con rotura sobre negro que descubre circunferencia (Yellowish, with Rip on Black That Reveals Circumference)",Painting,2000
Gustavo Torner,Homenaje a Ingmar Bergman (Homage to Ingmar Bergman),Painting,2000
Gustavo Torner,Homenaje a Cranach (Homage to Cranach),Painting,2000
Gustavo Torner,Homenaje a Antonioni I (Desarrollo imaginario) (Homage to Antonioni I [Imaginary Development]),Painting,2003
Gustavo Torner,Homenaje a Antonioni VI (Desarrollo imaginario) (Homage to Antonioni VI [Imaginary Development]),Painting,2003
Gustavo Torner,Homenaje a Antonioni X (Desarrollo imaginario) (Homage to Antonioni X [Imaginary Development]),Painting,2003
Gustavo Torner,Homenaje a Antonioni XIV (Desarrollo imaginario) (Homage to Antonioni XIV [Imaginary Development]),Painting,2003
Gustavo Torner,Dos parejas (Two Couples),Painting,2003
Gustavo Torner,Homenaje a Antonioni II (Desarrollo imaginario) (Homage to Antonioni II [Imaginary Development]),Painting,2003
Gustavo Torner,Homenaje a Antonioni VII (Desarrollo imaginario) (Homage to Antonioni VII [Imaginary Development]),Painting,2003
Gustavo Torner,Homenaje a Antonioni VIII (Desarrollo imaginario) (Homage to Antonioni VIII [Imaginary Development]),Painting,2003
Gustavo Torner,Homenaje a Antonioni XIII (Desarrollo imaginario) (Homage to Antonioni XIII [Imaginary Development]),Painting,2003
Gustavo Torner,El centro del mundo (The Centre of the World),"Work on paper, Drawing, Work on paper, Collage",2003
Gustavo Torner,A otros mundos (To Other Worlds),,2003
Gustavo Torner,Homenaje a Quevedo (Homage to Quevedo),Painting,2000
Gustavo Torner,Icono para meditación (Icon for Meditation),Painting,2000
Gustavo Torner,Homenaje a Duchamp (Homage to Duchamp),Painting,1999
Gustavo Torner,Collage,"Work on paper, Collage",2003
Gustavo Torner,Con peine relieve (Relief with Comb),"Work on paper, Collage",2003
Gustavo Torner,"Papeles, papeles, papeles (Papers, Papers, Papers)","Work on paper, Collage",2003
Gustavo Torner,Desde aquí (From Here),"Work on paper, Collage",2003
Gustavo Torner,Collage,"Work on paper, Collage",2003
Gustavo Torner,Las reglas del juego VII (La Ley) (The Rules of the Game VII [The Law]),Painting,2000
Gustavo Torner,En recuerdo de Hans Müelich (In Memory of Hans Müelich),Painting,2000
Gustavo Torner,Eclipse,Painting,1999
Gustavo Torner,Homenaje a Lewis Carrol III (Homage to Lewis Carrol III),"Work on paper, Collage",2003
Gustavo Torner,El libro I (The Book I),"Work on paper, Collage",2003
Gustavo Torner,Visión I (Vision I),"Work on paper, Drawing, Work on paper, Collage",2003
Gustavo Torner,Kofuku-ji,"Work on paper, Collage",2003
Gustavo Torner,Homenaje a Lewis Carrol IV (Homage to Lewis Carrol IV),"Work on paper, Drawing, Work on paper, Collage",2003
Gustavo Torner,El fin del mundo I (The End of the World),"Work on paper, Drawing, Work on paper, Collage",2003
Gustavo Torner,Gabinete imaginario (Imaginary Library),"Work on paper, Drawing, Work on paper, Collage",2003
Gustavo Torner,El libro II (The Book II),"Work on paper, Drawing, Work on paper, Collage",2003
Gustavo Torner,Homenaje a Lewis Carrol VIII (Homage to Lewis Carrol VIII),"Work on paper, Drawing, Work on paper, Collage",2003
Gustavo Torner,El niño salvaje III (The Wild Child III),"Work on paper, Drawing, Work on paper, Collage",2003
Gustavo Torner,Medida de la vida (A Jorge Manrique) (The Measure of Life [To Jorge Manrique]),Painting,1999
Gustavo Torner,"Impromptus, divertimentos, estudios y ejercicios XLVII (Impromptus, Divertimentos, Studies and Exercises XLVII)","Work on paper, Collage",2003
Gustavo Torner,"Impromptus, divertimentos, estudios y ejercicios XLIX (Impromptus, Divertimentos, Studies and Exercises XLIX)","Work on paper, Collage",2003
Gustavo Torner,"Impromptus, divertimentos, estudios y ejercicios LXI (Impromptus, Divertimentos, Studies and Exercises LXI)","Work on paper, Collage",2003
Gustavo Torner,"Impromptus, divertimentos, estudios y ejercicios LXX (Impromptus, Divertimentos, Studies and Exercises LXX)","Work on paper, Collage",2003
Gustavo Torner,"Impromptus, divertimentos, estudios y ejercicios LXXIII (Impromptus, Divertimentos, Studies and Exercises LXXIII)","Work on paper, Collage",2003
Gustavo Torner,"Impromptus, divertimentos, estudios y ejercicios LXXV (Impromptus, Divertimentos, Studies and Exercises LXXV)","Work on paper, Collage",2003
Gustavo Torner,"Impromptus, divertimentos, estudios y ejercicios LXXXI (Impromptus, Divertimentos, Studies and Exercises LXXXI)","Work on paper, Collage",2003
Gustavo Torner,"Impromptus, divertimentos, estudios y ejercicios XC (Impromptus, Divertimentos, Studies and Exercises XC)","Work on paper, Collage",2003
Gustavo Torner,"Impromptus, divertimentos, estudios y ejercicios XCV (Impromptus, Divertimentos, Studies and Exercises XCV)","Work on paper, Collage",2003
Gustavo Torner,"Impromptus, divertimentos, estudios y ejercicios C (Impromptus, Divertimentos, Studies and Exercises C)","Work on paper, Collage",2003
Gustavo Torner,"Impromptus, divertimentos, estudios y ejercicios CI (Impromptus, Divertimentos, Studies and Exercises CI)","Work on paper, Collage",2003
Gustavo Torner,Cuatro cuartetos-Cuatro estaciones (A T.S. Eliot) (Four Quartets-Four Seasons [To T.S. Eliot]),Painting,1999
Gustavo Torner,After Klimt II,"Work on paper, Collage",2003
Gustavo Torner,Arrozales (Ricefields),"Work on paper, Collage",2003
Gustavo Torner,La casa de Usher I (House of Usher I),"Work on paper, Collage",2003
Gustavo Torner,"Estudio sobre masa, color, valor IX (Study on Mass, Colour, Value IX)","Work on paper, Collage",2003
Gustavo Torner,"Estudio sobre masa, color, valor XI (Study on Mass, Colour, Value XI)","Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Arqueologías I (Archaeologies I),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,"Estudio sobre masa, color, valor XV (Study on Mass, Colour, Value XV)","Work on paper, Collage",2003
Gustavo Torner,Japón IV (Japan IV),"Work on paper, Collage",2003
Gustavo Torner,Japón VII (Japan VII),"Work on paper, Collage",2003
Gustavo Torner,Japón X (Japan X),"Work on paper, Collage",2003
Gustavo Torner,Japón XII (Japan XII),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Otoño (Autumn),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,"Cinco momentos sobre «La noche oscura» (Five Moments on ""The Dark Night"")",Painting,2004
Gustavo Torner,Simulacro I (Kimono terrenal) (Simulacrum I [Worldly Kimono]),Painting,1999
Gustavo Torner,Exploración de límites: persona IX (Exploration of Limits: Person IX),Painting,2004
Gustavo Torner,Exploración de límites: Persona VIII (Exploration of Limits: Person VIII),Painting,2000
Gustavo Torner,Simulacro III (Noh Matisse) (Simulacrum III [Noh Matisse]),Painting,2000
Gustavo Torner,Abismos (Chasms),Sculpture,1999
Gustavo Torner,Simulacro VI (La amenaza en el jardín) (Simulacrum VI [The Threat in the Garden]),Painting,2000
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Paisaje con grieta IV (Landscape with Crack IV),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Paisaje con grieta VIII (Landscape with Crack VIII),"Work on paper, Collage",2003
Gustavo Torner,Paisaje con grieta XI (Landscape with Crack XI),"Work on paper, Collage",2003
Gustavo Torner,Paisaje con grieta XII (Landscape with Crack XII),"Work on paper, Collage",2003
Gustavo Torner,Paisaje con grieta XXIII (Landscape with Crack XXIII),"Work on paper, Collage",2003
Gustavo Torner,Paisaje con grieta XXIV (Landscape with Crack XXIV),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Acantilado (Cliff),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Paisaje con grieta VI (Landscape with Crack VI),"Work on paper, Collage",2003
Gustavo Torner,Paisaje con grieta X (Landscape with Crack X),"Work on paper, Collage",2003
Gustavo Torner,Paisaje con grieta XV (Landscape with Crack XV),"Work on paper, Collage",2003
Gustavo Torner,Paisaje con grieta XVIII (Landscape with Crack XVIII),"Work on paper, Collage",2003
Gustavo Torner,Paisaje con grieta XIX (Landscape with Crack XIX),"Work on paper, Collage",2003
Gustavo Torner,Paisaje con grieta XXV (Landscape with Crack XXV),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Sin título (Untitled),"Work on paper, Collage",2003
Gustavo Torner,Simulacro VIII (Accidente II) (Simulacrum VIII [Accident II]),Painting,2000
Gustavo Torner,Simulacro XI (Ítaca) (Simulacrum XI (Ithaca)),Painting,1999
Gustavo Torner,Noche oscura (Dark Night),Painting,1999
Gustavo Torner,Paisaje romántico II (Romantic Landscape II),"Work on paper, Collage",2003
Gustavo Torner,Paisaje romántico V (Romantic Landscape V),"Work on paper, Collage",2003
Gustavo Torner,Paisaje romántico VI (Romantic Landscape VI),"Work on paper, Collage",2003
Gustavo Torner,Paisaje romántico VIII (Romantic Landscape VIII),"Work on paper, Collage",2003
Gustavo Torner,Paisaje romántico XII (Romantic Landscape XII),"Work on paper, Collage",2003
Gustavo Torner,Paisaje romántico XVI (Romantic Landscape XVI),"Work on paper, Collage",2003
Gustavo Torner,Paisaje romántico XVIII (Romantic Landscape XVIII),"Work on paper, Collage",2003
Gustavo Torner,Paisaje romántico XXII (Romantic Landscape XXII),"Work on paper, Collage",2003
Gustavo Torner,Paisaje romántico IV (Romantic Landscape IV),"Work on paper, Collage",2003
Gustavo Torner,Paisaje romántico XIV (Romantic Landscape XIV),"Work on paper, Collage",2003
Gustavo Torner,Paisaje romántico XVII (Romantic Landscape XVII),"Work on paper, Collage",2003
Gustavo Torner,Paisaje romántico XX (Romantic Landscape XX),"Work on paper, Collage",2003
