,Artist,Title,Year_acquisition,Date_creation_year,Artist_birth_year,Artist_death_year
12147,Berndt Abraham Godenhjelm,"Taistelukohtaus, sotilaita ja ratsastaja",1913,,1799,1881
12148,Carl Eneas Sjöstrand,Lepäävä poika,,1883,1828,1906
12149,Albert Edelfelt,Aamupäiväkahvi,1935,1884,1854,1905
12150,Kain Tapper,luonnos,,1996,1930,2004
12151,Carl Eneas Sjöstrand,Kolme lasta veräjällä Töölössä,,1857,1828,1906
12152,Ferdinand von Wright,Kaksi sorsalintua,1917,,1822,1906
12153,Pentti Kaskipuro,Kolme sipulia,,1979,1930,2010
12154,Marino Marini,Tamburlano (kuva XIII),,1969,1901,1980
12155,Tapani Raittila,"Croquis, polvistunut mies",,1987,1921,2018
12156,Pentti Kaskipuro,Luonnoksia,,1960,1930,2010
12157,Giacomo Manzù,"Salkusta Gli Amanti di Manzù, nro 12",,1979,1908,
12158,,Gizehin pyramidin hautakammion sisäkuva,1917,,,
12159,Giacomo Manzù,"Salkusta Gli Amanti di Manzù, nro 5",,1979,1908,
12160,Veikko Vionoja,Talvi-ikkuna,,1980,1909,2001
12162,Tapani Raittila,"Croquis, seisova mies",,1994,1921,2018
12163,Wilho Sjöström,Maantie Etelä-Ranskasta,,1925,1873,1944
12164,Tuulikki Pietilä,Lakeus,,1972,1917,2009
12165,Elin Danielson-Gambogi,Asetelma,,1890,1861,1919
12166,Berndt Abraham Godenhjelm,"Kristuksen ylösnousemus, oikealla enkeli, etualalla pelästyneitä sotilaita",1913,,1799,1881
12167,,Exposition des alliés (juliste),,1916,,
12168,Tuulikki Pietilä,Kallioiden anatomia - Niemi,,1980,1917,2009
12169,Reino Hietanen,Leimu; Vesakko; Pensas; Aita,,1988,1932,
12170,Carl Eneas Sjöstrand,Amor,,,1828,1906
12171,Hugo Simberg,Köynnöksenkantajat. Luonnos Tampereen tuomiokirkon lehterikaiteen maalauksiin,,,1873,1917
12172,Berndt Abraham Godenhjelm,Tyttö tiukasti sidottu huivi päässään,1913,,1799,1881
12173,Alfred William Finch,Istuva naismalli,,,1854,1930
12174,Tuulikki Pietilä,City VII,,1975,1917,2009
12175,Tuulikki Pietilä,Sirkus - Pojat akrobaatteina,,1982,1917,2009
12176,Carl Eneas Sjöstrand,Tyttö,,,1828,1906
12177,Berndt Abraham Godenhjelm,Ryhmä tupakoivia miehiä ja kolme naista,1913,,1799,1881
12178,Carl Eneas Sjöstrand,Keihääseen nojaava mies,,,1828,1906
12179,Tuulikki Pietilä,Suuri ateljéeikkuna,,1976,1917,2009
12180,Berndt Abraham Godenhjelm,"Kristus, apostolit Pietari, Andreas ja Jacob",1913,,1799,1881
12181,Tuulikki Pietilä,Ateljee,,1971,1917,2009
12182,Carl Eneas Sjöstrand,Luonnoksia,,,1828,1906
12183,Berndt Abraham Godenhjelm,Vinosti takaapäin kuvattu nuorukainen ja tyttö pitämässä toisiaan kädestä,1913,,1799,1881
12184,Berndt Abraham Godenhjelm,"Miehen muotokuva, rintakuva, profiili oikealle",1913,,1799,1881
12185,Tuulikki Pietilä,"Saint-Julien-le-Pauvren puistikko, Pariisi",,1978,1917,2009
12186,Eduard Wiiralt,Tiikeri ja kissa,,1950,1898,1954
12187,Kain Tapper,nimetön,,1993,1930,2004
12190,Pentti Kaskipuro,"nimetön, maisema",,1956,1930,2010
12191,Pentti Kaskipuro,"luonnos, lanttu",,2001,1930,2010
12192,Inari Krohn,Pesä nukkuu,,1979,1945,
12193,Inari Krohn,Kasvot,,1968,1945,
12194,Kain Tapper,luonnos,,,1930,2004
12196,Tapani Raittila,Hannu,,1965,1921,2018
12197,Tapani Raittila,Croquis,,1990,1921,2018
12198,Pentti Kaskipuro,Peruna ja pää,,1976,1930,2010
12200,Outi Heiskanen,luonnos,,1973,1937,
12201,Marino Marini,Pelit (kuva III),,1972,1901,1980
12202,Göran Augustson,Idylli,,1993,1936,2012
12203,Pentti Kaskipuro,Sokerijuurikas,,2002,1930,2010
12205,Carl Eneas Sjöstrand,Miehen kasvot,,1857,1828,1906
12206,Eero Järnefelt,Hauen punnitus,,1906,1863,1937
12207,Tapani Raittila,Helka,,1975,1921,2018
12208,Tuulikki Pietilä,Klovharun kallioita (Saaristo 58),,1978,1917,2009
12209,Alfred William Finch,Istuva nainen ja jalkaharjoitelmia,,,1854,1930
12210,Berndt Abraham Godenhjelm,"Isä, äiti ja kaksi lasta istuvat katetun pöydän ympärillä, jonka keskellä on perunavati",1913,,1799,1881
12212,Hannele Kylänpää,Koira,,,1948,
12213,Berndt Abraham Godenhjelm,Kääpiön näköinen seisova mies,1913,,1799,1881
12214,Juho Rissanen,Alastonmalli,,,1873,1950
12215,Carl Eneas Sjöstrand,"Seisova mies, elävämalliharjoitelma",,1853,1828,1906
12217,Carl Eneas Sjöstrand,Nuori mies lapsi sylissään,,1857,1828,1906
12218,Tuulikki Pietilä,Tehuantepecin naisia I,,1975,1917,2009
12219,Tuulikki Pietilä,"Tähtisumua, abstraktio",,1969,1917,2009
12220,Tuulikki Pietilä,Kallioiden anatomia - Sumu,,1980,1917,2009
12221,Topi Vikstedt,"""Nummisuutarien"" kuvitusta , nimilehti siv. 7",,1923,1891,1930
12222,Carl Eneas Sjöstrand,Lasta selkärepussa kantava nainen ; Hautakiviharjoitelmia (kaksipuolinen teos),,,1828,1906
12223,Carl Eneas Sjöstrand,Neljä lasta (tai puttoa?),,,1828,1906
12225,Anders Ekman,Tynnyrintekijä työpajassaan,1913,1850,1833,1855
12226,Inari Krohn,Talvi tulee,,1996,1945,
12227,Outi Heiskanen,luonnos,,,1937,
12228,Hugo Simberg,Piru soittaa,,,1873,1917
12229,Ina Colliander,Nainen järven rannalla,,1945,1905,1985
12230,Inari Krohn,Koralli,,1996,1945,
12231,Tapani Raittila,"Croquis, istuva mies",,1993,1921,2018
12233,Marino Marini,Taustakulissi (kuva VIII),,1972,1901,1980
12235,Inari Krohn,Päärynä ja kukkakimppu,,1968,1945,
12238,Pentti Kaskipuro,Porkkana,,1986,1930,2010
12240,Pentti Kaskipuro,"nimetön, maisema",,1956,1930,2010
12242,Albert Edelfelt,Luonnoskirja,1922,1900,1854,1905
12243,Tuulikki Pietilä,Unen portti (sarjasta Toiset maailmat),,1969,1917,2009
12244,Carl Eneas Sjöstrand,Venäläinen parturi leikkaamassa Severin Falkmanin tukkaa lappeenrantalaisessa kestikievarissa,,1857,1828,1906
12245,Oscar Kleineh,Purjevene,1944,,1846,1919
12246,Tapani Raittila,"luonnos, seisova nainen",,,1921,2018
12247,Tuulikki Pietilä,Amuletti / Paha silmä,,1970,1917,2009
12248,Berndt Abraham Godenhjelm,"Perspektiivinen interiööriharjoitelma, kaksi figuuriryhmää, takaseinällä ikkuna",1913,,1799,1881
12249,Tuulikki Pietilä,Salmi (Saaristo 41),,1978,1917,2009
12250,Inari Krohn,Elämän puun asukas,,2004,1945,
12252,Pentti Kaskipuro,Perunakulho,,1984,1930,2010
12253,Anders Ekman,Taistelukohtaus,1913,1855,1833,1855
12254,Berndt Abraham Godenhjelm,Sommitelmaluonnos viidestä lapsesta,1913,,1799,1881
12255,Carl Eneas Sjöstrand,Isäntä Anders Eriksson,,1898,1828,1906
12257,Pentti Kaskipuro,"luonnos, alaston nainen",,1970,1930,2010
12258,Berndt Abraham Godenhjelm,Kristus Getsemanessa,1913,,1799,1881
12259,Tuulikki Pietilä,Sirkus - Kolme luonnosta,,1981,1917,2009
12261,Reino Hietanen,Aidattu,,1990,1932,
12262,Albert Edelfelt,Taiteilijan vaimon muotokuva,1922,1896,1854,1905
12263,Alfred William Finch,Kaksi sommiteluharjoitelmaa,,,1854,1930
12264,Outi Heiskanen,Kersti,,2003,1937,
12265,Reino Hietanen,"Maisema Grassinasta, Firenzestä",,1966,1932,
12266,Mino Maccari,Miehiä ja naisia,,1973,,
12267,Tapani Raittila,"Croquis, istuva nainen",,1979,1921,2018
12269,Pentti Kaskipuro,Tyhjä pöytä,,1963,1930,2010
12270,Reino Hietanen,Sivupöytä,,2006,1932,
12271,Ina Colliander,Jouluyö,,1973,1905,1985
12272,Outi Heiskanen,nimetön,,1982,1937,
12274,Tapani Raittila,Nimetön,,2000,1921,2018
12279,Outi Heiskanen,luonnos,,1997,1937,
12280,Anders Ekman,"Maisemaharjoitelma, etualalla hiekkakukkulaa kiertävä tie",1913,1850,1833,1855
12281,Kosti Meriläinen,Maisema Klampenborgista,,1914,1886,1938
12282,Berndt Abraham Godenhjelm,Aatelisvaakuna karhu oikealla ja leijona vasemmalla sekä kaksoisvaakunakilpi keskellä,1913,,1799,1881
12283,Tapani Raittila,"Croquis, malli",,1991,1921,2018
12284,Berndt Abraham Godenhjelm,"Luonnos maalaukseen kolmesta lapsesta, jotka kohottavat kukkaseppelettä",1913,,1799,1881
12285,Tuulikki Pietilä,"Île Saint-Louis, Pariisi",,1978,1917,2009
12286,Tuulikki Pietilä,Kimaltelevat kalliot ja meri (Saaristo 35),,1977,1917,2009
12287,Carl Eneas Sjöstrand,Maisteri Erik Rudbäck kirjailijanimeltään Eero Salmelainen,,1857,1828,1906
12288,Berndt Abraham Godenhjelm,"Kuvitusta Kuningas Fjalariin? Taustalla istuu kuningas valtaistuimella jättämässä poikaansa teräsasuiselle sotilaalle vietäväksi erämaahan,",1913,,1799,1881
12290,Anders Ekman,Kuoleva sotilas saamassa etualalle polvistuneelta papilta viimeistä voitelua...,1913,1853,1833,1855
12291,Carl Eneas Sjöstrand,"Miehiä, hevosia ja kiesejä talon pihalla Taipaleella",,1857,1828,1906
12292,Ferdinand von Wright,"Istuva tyttö, karikatyyri",1929,,1822,1906
12293,Tuulikki Pietilä,Arizona kaktus,,1973,1917,2009
12294,Anders Ekman,"Tyttö juoksevan koiran kanssa, taustalla oikealla kirkko, vasemmalla vanhahko pariskunta",1913,1855,1833,1855
12295,Tapani Raittila,Croquis,,1990,1921,2018
12296,Berndt Abraham Godenhjelm,"Viisi lasta luonnossa, sommitelma",1913,,1799,1881
12297,Robert Wilhelm Ekman,"Pentti Lyytinen lukee runojaan, luonnos",,1848,1808,1873
12298,Ina Colliander,Vladimirin jumalanäiti,,1952,1905,1985
12300,Robert de Coninck,Exposition des alliés (juliste),,1916,,
12301,Tapani Raittila,"Croquis, istuva mies",,1987,1921,2018
12303,Pentti Kaskipuro,Katkaistu kurkku,,1982,1930,2010
12304,Pentti Kaskipuro,Porttikäytävä,,1954,1930,2010
12306,Inari Krohn,Jäkälät,,2008,1945,
12307,Beda Stjernschantz,Omakuva,,1892,1867,1910
12310,Eino Ruutsalo,Kokeellisia mainoselokuvia: Pantteri-pastilli,,1961,1921,2001
12311,Eino Ruutsalo,Kokeellisia mainoselokuvia: Telefunken,,1961,1921,2001
12313,Eino Ruutsalo,Hyppy,,1965,1921,2001
12315,Tuulikki Pietilä,Ulkosaaristo - Gloet V,,1980,1917,2009
12316,Carl Eneas Sjöstrand,Psykhe? ; Merkurius ja Psykhe -aiheinen? luonnos (kaksipuolinen teos),,,1828,1906
12317,Göran Augustson,Calmato,,1995,1936,2012
12319,Eero Järnefelt,Syreenipensas,,1880,1863,1937
12320,Tuulikki Pietilä,Ulkosaaristo - Kivikkoa,,1980,1917,2009
12321,Anders Ekman,"Yönuttuun ja yömyssyyn pukeutunut ukko, joka istuu lukemassa sanomalehteään",1913,1850,1833,1855
12322,Carl Eneas Sjöstrand,Sotkottaret,,1868,1828,1906
12323,Tuulikki Pietilä,Saariston ensi lumi,,1981,1917,2009
12324,Tuulikki Pietilä,Särkyminen,,1970,1917,2009
12326,Tuulikki Pietilä,Sirkus - Pariisin katutaiteilijoita,,1981,1917,2009
12327,Tuulikki Pietilä,Niemi (Saaristo 71),,1978,1917,2009
12328,Berndt Abraham Godenhjelm,Kolme alastonta naista kantamassa kukkaköynnöstä,1913,,1799,1881
12329,Tuulikki Pietilä,Sirkus - Akrobaatit tikapuilla II,,1982,1917,2009
12330,Pentti Kaskipuro,Kallioleikkaus I,,1953,1930,2010
12331,Berndt Abraham Godenhjelm,"Johannes kastaa Kristuksen Jordanin virrassa, pilvenhattaralla vasemmalla leijuu kaksi keruubia",1913,,1799,1881
12332,Tapani Raittila,"Croquis, seisova nainen",,,1921,2018
12333,Inari Krohn,Selkä,,1996,1945,
12334,Pentti Kaskipuro,Lanttu,,1977,1930,2010
12335,Pentti Kaskipuro,Seisova alaston nainen,,1990,1930,2010
12336,Pentti Kaskipuro,Silta,,1956,1930,2010
12338,Pentti Kaskipuro,Sipuli,,,1930,2010
12339,Pentti Kaskipuro,Maisemaluonnos,,,1930,2010
12341,Pentti Kaskipuro,Leipä ja valkosipuli,,2002,1930,2010
12342,Pentti Kaskipuro,Veitsi,,1992,1930,2010
12343,Pentti Kaskipuro,"luonnos, purjosipuleita",,1996,1930,2010
12344,Outi Heiskanen,luonnos,,1997,1937,
12348,Ismo Hölttö,"Sadanmarkan villat, Helsinki",2017,1965,1940,
12349,Tuulikki Pietilä,Sirkus - Nuoralla tanssiva jonglööri,,1981,1917,2009
12350,Albert Edelfelt,"Kaksi sommitteluluonnosta, turbaanipäinen mies kantaa naista",1935,,1854,1905
12351,Tuulikki Pietilä,Carceri,,1970,1917,2009
12352,Tuulikki Pietilä,Ilta (Saaristo 15),,1976,1917,2009
12353,Tuulikki Pietilä,Kallioiden anatomia - Kalliosaari,,1980,1917,2009
12354,Juho Rissanen,Hevosenkengittäjät,,1917,1873,1950
12355,Robert Wilhelm Ekman,"Lemminkäinen tulisella järvellä, luonnos",,1867,1808,1873
12356,Carl Eneas Sjöstrand,Riippumatto puistikossa,,,1828,1906
12357,Albert Edelfelt,Aseharjoitelma,1935,,1854,1905
12358,Carl Eneas Sjöstrand,Istuva nainen repussa istuva lapsi selässään,,,1828,1906
12359,Tuulikki Pietilä,Juhannusyö (Saaristo 13),,1976,1917,2009
12360,Berndt Abraham Godenhjelm,"Figuurisommitelma viidestä henkilöstä, kahdesta miehestä ja kolmesta naisesta, joista yksi on polvistunut",1913,,1799,1881
12361,Carl Eneas Sjöstrand,Maisema,,1857,1828,1906
12362,Carl Eneas Sjöstrand,Tapio väkineen Väinämöistä kuuntelemassa,,,1828,1906
12363,Tuulikki Pietilä,Ulkosaaristo - Niemi I,,1980,1917,2009
12364,Tuulikki Pietilä,Niemi (Saaristo 45),,1978,1917,2009
12365,Berndt Abraham Godenhjelm,"Seisova hevonen, kokofiguuri sivulta",1913,1852,1799,1881
12366,Carl Eneas Sjöstrand,Nainen ja ruukku,,,1828,1906
12367,Berndt Abraham Godenhjelm,"Kolme seisovaa ja yksi istuva mies pöydän ympärillä, jolla on punschimalja, kannu ja lasi",1913,,1799,1881
12368,Mikko Oinonen,Torikuva Pariisista,,1908,1883,1956
12369,Inari Krohn,Yölintu,,2005,1945,
12370,Pentti Kaskipuro,leipä ja valkosipuli,,1982,1930,2010
12371,Gerda Thesleff,Maisema (etualalla sypressejä),,,,1939
12372,Reino Hietanen,Seinä,,1993,1932,
12373,Henrik Tikkanen,Alaston pari ja varis,,1970,1924,1984
12374,Reino Hietanen,Tilkkutäkki,,2001,1932,
12375,Tapani Raittila,"luonnos, istuva pukumies",,1957,1921,2018
12376,Magnus von Wright,"Hämeen linna, kuvitusta teokseen Finland framställdt i teckningar, vihkot XXII ja XXIII",,1848,1805,1868
12377,Pentti Kaskipuro,Viinamato,,2000,1930,2010
12378,Tapani Raittila,Croquis,,1990,1921,2018
12379,Tapani Raittila,Croquis,,1990,1921,2018
12380,Inari Krohn,Maija,,2004,1945,
12381,Inari Krohn,Leipä,,1966,1945,
12382,Berndt Abraham Godenhjelm,Topeliuksen Pikku Matti,1913,,1799,1881
12383,Tuulikki Pietilä,La Belle Époque III,,1975,1917,2009
12384,Tuulikki Pietilä,Maisema,,1970,1917,2009
12386,Berndt Abraham Godenhjelm,"Interiööriluonnos, jossa useita figuuriryhmiä ; Toisella puolella nainen reessä ja invalidisotilas, joka tervehtii häntä",1913,,1799,1881
12387,Signe Hammarsten-Jansson,Marcus Collinin pilakuva,,,1882,1970
12388,Berndt Abraham Godenhjelm,Nainen nojautuu seisovaan mieheen,1913,,1799,1881
12389,Kauko Lehtinen,Nainen ja kuva,,1969,1925,2012
12390,Albert Edelfelt,Luonnos Aleksanteri III:n Suomenvierailun aikaiseen ruokalistaan,1935,,1854,1905
12391,Oscar Kleineh,"Interiööri, jossa on kaksi miestä ja koira",1944,1866,1846,1919
12392,Eero Järnefelt,Nikolainkirkko,,1880,1863,1937
12393,Tuulikki Pietilä,Deat Valley II,,1973,1917,2009
12394,Carl Eneas Sjöstrand,Kaksi tyttöä kukkakimppu sylisään järvimaisemassa,,1893,1828,1906
12395,Berndt Abraham Godenhjelm,"Kolme pelästynyttä roomalaista sotilasta, detaljiharjoitelma alttaritaulua ""Kristuksen ylösnousemus"" varten",1913,,1799,1881
12396,Tuulikki Pietilä,Ulkosaaristo - Gloet IV,,1980,1917,2009
12398,Magnus von Wright,"Ullanlinnan Kaivopuisto, kuvitusta teokseen Finland framställdt i teckningar, vihkot XIII ja XIV",,1847,1805,1868
12399,Tuulikki Pietilä,Murjottaja (Psipsina 6),,1977,1917,2009
12400,Signe Hammarsten-Jansson,Pilakuva Sigurd Frosteruksesta,,,1882,1970
12401,Paul Osipow,Pompong,,1997,1939,
12402,Magnus von Wright,"Fagervik, kuvitusta teokseen Finland framställdt i teckningar, vihkot XX ja XXI",,1848,1805,1868
12404,Hugo Backmansson,Omakuva,,1934,1860,1953
12405,Hugo Backmansson,Tanger,,1939,1860,1953
12406,Kain Tapper,luonnos,,1996,1930,2004
12407,Ragnar Ekelund,Maisema (Suursaaresta),,,1892,1960
12408,Reino Hietanen,Talvi,,1993,1932,
12409,Reino Hietanen,Puutarha,,2004,1932,
12410,Outi Heiskanen,luonnos,,,1937,
12411,Pentti Kaskipuro,Limppu II,,1965,1930,2010
12412,Johan Knutson,"Bomarsund ja Skarpansin linnoitetut kasarmit, kuvitusta teokseen Finland framställdt i teckningar, vihkot XVIII ja XIX",,1848,1816,1899
12415,Tapani Raittila,"Croquis, seisova mies",,1994,1921,2018
12417,Torsten Forstén,"Viipurin linna, kuvitusta teokseen Finland framställdt i teckningar, vihkot XX ja XXI",,1848,,
12418,Tapani Raittila,Marianne Maury,,1961,1921,2018
12419,Tapani Raittila,"Croquis, naismalli",,,1921,2018
12420,Carl Viking Wargh,Maisema,,1986,1938,2018
12421,Berndt Abraham Godenhjelm,"Interiööri, jossa kaksi vilkkaasti keskustelevaa miestä",1913,,1799,1881
12422,Berndt Abraham Godenhjelm,Muotokuva vanhahkosta miehestä ja naisesta,1913,,1799,1881
12423,Albert Edelfelt,Miehen profiili,1935,,1854,1905
12424,Inari Krohn,Pääskyset,,1968,1945,
12425,Anders Ekman,Vuoristomaisema,1913,,1833,1855
12426,Jaakko Sievänen,Gunnar Pohjola,,1969,1932,2013
12427,Carl Eneas Sjöstrand,Väinämöinen,,,1828,1906
12428,Tuulikki Pietilä,Kallioiden anatomia - Lintukalliot I,,1980,1917,2009
12429,Carl Eneas Sjöstrand,Sotkottaret,,1868,1828,1906
12430,Carl Eneas Sjöstrand,"Talonpoika, joka kyyditsi Sjöstrandin ja Falkmanin Kansalasta Lauritsalaan",,1857,1828,1906
12431,Arnold Johani,Tytön pää,,1928,,
12432,Tuulikki Pietilä,Muurin varjo,,1971,1917,2009
12433,Berndt Abraham Godenhjelm,"Luonnosteltu lapsimuotokuva, tuoliin nojaava kokofiguuri",1913,,1799,1881
12434,Berndt Abraham Godenhjelm,Kristuksen kirkastus,1913,,1799,1881
12435,Pentti Kaskipuro,Kaksi perunaa,,1971,1930,2010
12436,Berndt Abraham Godenhjelm,"Tutkielma seisovasta talonpojasta ja kahdesta naisesta, taustalla luonnosteltu tupa",1913,,1799,1881
12437,Berndt Abraham Godenhjelm,Istuva Neitsyt Maria lapsi sylissään siivitettyjen enkellasten ympäröimänä vuohi vieressään vasemmalla.,1913,,1799,1881
12438,Tuulikki Pietilä,Itämyrsky (Saaristo 11),,1976,1917,2009
12439,Berndt Abraham Godenhjelm,Juokseva peura,1913,,1799,1881
12441,Reino Hietanen,Viitta,,2000,1932,
12442,Inari Krohn,Haapoja syksyllä,,1999,1945,
12443,Juho Forsell,Naisen pää,1882,1882,1853,1939
12446,Anton Lindforss,Kalastajia,,1938,1890,1943
12447,Magnus Enckell,Seisova alaston malli,,1908,1870,1925
12448,Pentti Kaskipuro,Suljettu pussi,,1990,1930,2010
12449,Pentti Kaskipuro,Puu,,1954,1930,2010
12450,Tyko Sallinen,Virtamaisema,,1932,1879,1955
12451,Tapani Raittila,Rakkaudella,,2008,1921,2018
12452,Pentti Kaskipuro,Ohdake II,,1990,1930,2010
12453,Niilo Hyttinen,Mallipiirustus,,1976,1940,2010
12455,Pentti Kaskipuro,Yksi ja puoli sipulia,,1996,1930,2010
12456,Kain Tapper,luonnos,,1992,1930,2004
12458,Anders Ekman,"Puuharjoitelma, muutama lehdetön runko. Taustalla kaksi figuuria.",1913,1850,1833,1855
12459,Niilo Hyttinen,Omakuva,,1982,1940,2010
12460,Tuulikki Pietilä,"Ulkosaaristo - ""Mummun maha""",,1980,1917,2009
12461,Berndt Abraham Godenhjelm,Molemmin puolin paperia kaksi evankelistaa,1913,,1799,1881
12462,Anders Ekman,"Maisema, jossa vasemmalla tie ja etualalla oikealla iso puu",1913,1853,1833,1855
12463,Albert Edelfelt,Pääharjoitelma,1935,,1854,1905
12465,Juho Rissanen,Huivipäinen akka,,,1873,1950
12466,Oki Räisänen,"Juopottelevia ukkoja, pilakuva",,1936,1886,1950
12467,Tuulikki Pietilä,Lumikiteitä,,1971,1917,2009
12468,Tuulikki Pietilä,Kallioiden anatomia - Satama,,1980,1917,2009
12469,Tuulikki Pietilä,Varhainen aamu (Saaristo 73),,1978,1917,2009
12470,Tuulikki Pietilä,Tyven (Saaristo 52),,1978,1917,2009
12471,Mikael Stierncreutz,J. Harrin muotokuva,,1966,1936,1976
12472,Anders Ekman,"Maisemaharjoitelma. Etualalla tie, keskellä vanha oksaton puunrunko, jossa pieniä versoja.",1913,1854,1833,1855
12473,Berndt Abraham Godenhjelm,Istuva äiti kahden lapsensa kanssa.,1913,,1799,1881
12474,Outi Heiskanen,Vapaa-ajattelija,,2005,1937,
12476,Berndt Abraham Godenhjelm,Lapsia kokoontuneena miehen ja nukketeatterin ympärille,1913,,1799,1881
12477,,Näyttelijämuotokuva,,,,
12478,Berndt Abraham Godenhjelm,"Omakuva, rintakuva ; Kolme talonpoikaisnaista (kaksipuolinen teos)",1913,,1799,1881
12479,Berndt Abraham Godenhjelm,"Ylösnouseva Kristus, kokofiguuri",1913,,1799,1881
12480,Carl Eneas Sjöstrand,Maisema Punkaharjulta,,1857,1828,1906
12481,Tapani Raittila,nimetön,,2000,1921,2018
12482,Carl Eneas Sjöstrand,Ruokailijoita ja piipunpolttaja tuvassa,,1857,1828,1906
12483,Kalle Rautiainen,Vanha kalkkilouhos Lohjalla,,1928,1889,1969
12484,Jaakko Sievänen,Kylpyhuone,,1965,1932,2013
12485,Albert Edelfelt,Suomen vaakuna,1935,,1854,1905
12486,Berndt Abraham Godenhjelm,"Kristus ristillä, neljä surijaa",1913,,1799,1881
12487,Anders Ekman,Kuningas Fjalar istumassa valtaistuimellaan kääntyneenä katsojaan päin. Vasemmalla ikkunan vieressä seisoo Oihonna?,1913,1853,1833,1855
12488,Tuulikki Pietilä,Psipsina villapylly (Psipsina 16),,1977,1917,2009
12489,Akseli Gallen-Kallela,Valoa pilvien välistä,,1899,1865,1931
12490,Kain Tapper,luonnos,,1996,1930,2004
12491,Tapani Raittila,"Croquis, seisova mies",,1993,1921,2018
12494,Inari Krohn,Käytävä I,,1984,1945,
12496,Inari Krohn,Kahlaaja,,1968,1945,
12498,Tapani Raittila,luonnoksia istuvasta miehestä,,,1921,2018
12499,Tuulikki Pietilä,Pyörteitä,,1970,1917,2009
12500,Tuulikki Pietilä,Pallosommitelma,,1970,1917,2009
12501,Pehr Adolf Kruskopf,Fiskarsin ruukki,1890,1830,1805,1852
12502,Alvar Cawén,Sisäkuva,,1917,1886,1935
12503,Berndt Abraham Godenhjelm,Kansallispukuinen kanteleensoittajatar rannalla,1913,,1799,1881
12504,Oscar Kleineh,Puuharjoitelma,1944,,1846,1919
12505,Topi Vikstedt,"""Nummisuutarien"" kuvitus, kuva siv. 64, Hääateria",,1923,1891,1930
12506,Carl Eneas Sjöstrand,Luonnoksia Väinämöisen soitto -reliefiä varten ?,,,1828,1906
12507,Carl Eneas Sjöstrand,Vanha nainen ja poika,,1898,1828,1906
12508,Berndt Abraham Godenhjelm,"Makaava nuorukainen, jonka ylle kumartuu nuori tyttö",1913,,1799,1881
12509,Tuulikki Pietilä,Pohjoinen maisema,,1969,1917,2009
12510,Berndt Abraham Godenhjelm,Nainen taluttamassa lasta kädestä ; Sotilas (kaksipuolinen teos),1913,,1799,1881
12511,Ole Kandelin,Orpo,,1943,1920,1947
12512,Berndt Abraham Godenhjelm,Vanha mies ja nuorempi nainen istumassa metsässä,1913,,1799,1881
12513,Tuulikki Pietilä,Juhannusyön aurinko (Saaristo 46),,1978,1917,2009
12514,Berndt Abraham Godenhjelm,"Maalaisperhe-elämää; vasemmalla miehiä, naisia ja lapsia pöydän ympärillä; nuorukainen lukee, nainen etsii syöpäläisiä pojan tukasta;",1913,,1799,1881
12515,Tuulikki Pietilä,Yksinäisten saari - Syksy,,1980,1917,2009
12516,Tapani Raittila,"Croquis, seisova malli",,1991,1921,2018
12517,Tuulikki Pietilä,Kesäaamu (La Belle Époque),,1975,1917,2009
12518,Robert Wilhelm Ekman,"Lemminkäisen äiti Tuonelassa ; originaalipiirustus piirrossarjaan ""Kalewala, Finsk National-dikt, framställd i teckningar af R.W.Ekman""",,1860,1808,1873
12520,Helmi Kuusi,Keltainen takki,,1962,1913,2000
12521,Berndt Abraham Godenhjelm,Topeliuksen Pikku Matti,1913,,1799,1881
12523,Inari Krohn,Talvipuutarha II,,1980,1945,
